# Time-averaged data for fix fIK
# TimeStep Number-of-rows
# Row c_pIK[1] c_pIK[2] c_pIK[3] c_pIK[4] c_pIK[5] c_pIK[6] c_pIK[7] c_pIK[8]
30000 360
225 22.45 0.746667 0.600331 0.596747 0.583805 -0.985518 -0.823193 -0.88455
226 22.55 0.73 0.466868 0.550769 0.548502 -0.912084 -1.12564 -0.807882
227 22.65 0.876667 0.720833 0.749628 0.712047 -0.821488 -1.12612 -0.816122
228 22.75 0.66 0.471301 0.53511 0.576053 -0.657535 -0.881686 -0.822194
229 22.85 0.69 0.539795 0.709712 0.464282 -0.512607 -0.83461 -0.764026
230 22.95 0.83 0.853284 0.614977 0.573315 -0.405598 -0.81129 -0.827095
231 23.05 0.746667 0.613423 0.561069 0.772464 -0.797659 -1.05194 -0.877841
232 23.15 0.72 0.587157 0.656012 0.689002 -0.464967 -0.744277 -0.859526
233 23.25 0.7 0.483928 0.506574 0.604106 -1.08604 -0.814474 -0.738457
234 23.35 0.776667 0.621882 0.673722 0.747261 -1.08306 -0.565229 -0.786267
235 23.45 0.776667 0.73025 0.773628 0.707605 -0.751443 -0.817991 -0.762195
236 23.55 0.726667 0.567637 0.754939 0.600735 -0.751376 -0.951228 -0.744577
237 23.65 0.74 0.671482 0.590809 0.588791 -1.10873 -1.19873 -0.798959
238 23.75 0.726667 0.667858 0.677399 0.642116 -0.6332 -0.865253 -0.815992
239 23.85 0.816667 0.702568 0.678387 0.723 -0.822787 -0.569196 -0.802723
240 23.95 0.696667 0.718025 0.729402 0.692338 -0.784872 -0.600484 -0.720587
241 24.05 0.723333 0.613787 0.573102 0.680453 -0.801487 -1.05112 -0.677832
242 24.15 0.706667 0.57694 0.602429 0.65472 -0.893415 -1.1746 -0.707147
243 24.25 0.696667 0.512979 0.527596 0.573121 -0.586292 -1.0251 -0.624849
244 24.35 0.723333 0.564679 0.686333 0.656087 -0.728184 -0.544276 -0.56242
245 24.45 0.683333 0.538884 0.570595 0.552826 -0.925139 -0.945673 -0.482144
246 24.55 0.72 0.599037 0.546544 0.542293 -0.771351 -1.01641 -0.512432
247 24.65 0.65 0.631847 0.533344 0.64602 -1.16842 -0.867559 -0.540819
248 24.75 0.813333 0.702635 0.612708 0.661514 -1.08409 -1.13014 -0.606553
249 24.85 0.73 0.70003 0.732519 0.596933 -0.937074 -0.906793 -0.60259
250 24.95 0.643333 0.590621 0.491333 0.592501 -0.999224 -0.902303 -0.562535
251 25.05 0.636667 0.574951 0.483438 0.462296 -0.98471 -1.04998 -0.539236
252 25.15 0.613333 0.476867 0.627578 0.503568 -1.12486 -0.965163 -0.633033
253 25.25 0.576667 0.542398 0.594572 0.408561 -1.04203 -1.02578 -0.752135
254 25.35 0.606667 0.571328 0.481354 0.517353 -1.05009 -1.04976 -0.77313
255 25.45 0.553333 0.520789 0.422867 0.462172 -0.330158 -0.639294 -0.699746
256 25.55 0.506667 0.490126 0.426114 0.438865 -0.539815 -0.876525 -0.667908
257 25.65 0.583333 0.479105 0.460436 0.44864 -0.656852 -0.691583 -0.641006
258 25.75 0.61 0.584383 0.536001 0.576644 -0.776904 -0.719033 -0.657701
259 25.85 0.5 0.405784 0.444986 0.330716 -0.687343 -0.77735 -0.588253
260 25.95 0.463333 0.372101 0.36594 0.476174 -0.78352 -0.786951 -0.520697
261 26.05 0.413333 0.371522 0.271574 0.371417 -0.678366 -0.749501 -0.473055
262 26.15 0.4 0.316468 0.312339 0.357567 -0.555191 -0.453216 -0.390311
263 26.25 0.336667 0.349207 0.266901 0.228098 -0.53423 -0.321686 -0.3091
264 26.35 0.286667 0.262245 0.220011 0.17271 -0.494848 -0.400426 -0.293206
265 26.45 0.266667 0.238787 0.277551 0.204901 -0.36953 -0.397994 -0.270833
266 26.55 0.24 0.243504 0.156756 0.137222 -0.264737 -0.301711 -0.247135
267 26.65 0.276667 0.182203 0.20281 0.2055 -0.317525 -0.354651 -0.207142
268 26.75 0.18 0.149222 0.180243 0.185819 -0.235887 -0.256114 -0.172427
269 26.85 0.176667 0.13632 0.134834 0.0992534 -0.113481 -0.132734 -0.135399
270 26.95 0.193333 0.173406 0.12916 0.163879 -0.0772158 -0.117932 -0.112998
271 27.05 0.106667 0.130603 0.0671634 0.0670229 -0.11325 -0.12013 -0.0968991
272 27.15 0.163333 0.113347 0.190197 0.133133 -0.0720979 -0.13474 -0.097633
273 27.25 0.0833333 0.0820045 0.0665472 0.0901489 -0.0419706 -0.104566 -0.0796631
274 27.35 0.08 0.0703911 0.0727168 0.0857616 -0.0545373 -0.0820439 -0.0673003
275 27.45 0.0833333 0.100013 0.0730766 0.0753824 -0.0489338 -0.0263057 -0.0638667
276 27.55 0.0466667 0.0356687 0.0376825 0.0212995 -0.0464619 -0.0457069 -0.0553371
277 27.65 0.06 0.0403961 0.0198819 0.0639988 -0.0413353 -0.0393121 -0.0495135
278 27.75 0.0466667 0.0493198 0.0447708 0.0454411 -0.0481136 -0.0060928 -0.0407645
279 27.85 0.0366667 0.0387046 0.034696 0.0178635 -0.027573 0.0262439 -0.0284912
280 27.95 0.0266667 0.02593 0.0244671 0.0111569 -0.0147575 0.0237581 -0.0234942
281 28.05 0.0466667 0.0609179 0.0212418 0.0408505 -0.0136897 0.00129239 -0.0162836
282 28.15 0.03 0.0275313 0.0215519 0.0196789 -0.00968139 -0.00287304 -0.0128589
283 28.25 0.0166667 0.0113848 0.00853149 0.0321494 -0.00925827 -0.000758265 -0.00812785
284 28.35 0.02 0.0039779 0.0220255 0.0223904 -0.00311858 0.00148971 -0.00656827
285 28.45 0.0333333 0.0136882 0.0262335 0.0178336 -0.00692177 -0.00767374 -0.008334
286 28.55 0.0233333 0.014529 0.0209248 0.0049944 -0.00419959 -0.007392 -0.00655909
287 28.65 0.0366667 0.018657 0.0449235 0.0100287 -0.00834293 -0.0182846 -0.00687158
288 28.75 0.0233333 0.0402741 0.0297361 0.00832855 -0.00359464 -0.00606755 -0.00487187
289 28.85 0.01 8.31053e-05 0.00775361 0.00585474 0.000587439 -0.00135444 0.0044833
290 28.95 0.0133333 0.0123665 0.0110033 0.00122759 0.000859758 -0.00143376 0.00503246
291 29.05 0.0166667 0.032858 0.00292809 0.00820494 0.00397904 0.00106758 0.0113712
292 29.15 0.02 0.0152064 0.0131707 0.0106921 0.0104361 -0.000940081 0.0117751
293 29.25 0.0166667 0.00607506 0.0149366 0.00136533 0.00986961 -0.000911947 0.0121699
294 29.35 0.0133333 0.0167413 0.00241017 0.00673692 0.00807563 -0.00228023 0.011834
295 29.45 0.01 0.0109546 0.0128117 0.000365214 0.00862229 0.00129605 0.0108763
296 29.55 0.0166667 0.00509359 0.00149501 0.0149311 -0.00258409 -0.00362401 0.010105
297 29.65 0.0333333 0.0291653 0.01291 0.0212882 -0.0182877 -0.00825381 0.00144453
298 29.75 0.02 0.0206715 0.0110834 0.0298626 -0.00142386 -0.0019779 -0.0026879
299 29.85 0.00666667 0.00239433 0.0111787 0.00654628 -0.000791416 -0.00130267 -0.00255993
300 29.95 0.0166667 0.0242749 0.0133083 0.0269225 -0.000971354 -0.00120812 -0.00267623
301 30.05 0.00333333 0.000383661 0.0085215 0.00527715 -0.000733684 -0.000858001 -0.00194922
302 30.15 0.01 0.00243798 0.00232414 0.00704405 -0.000963218 -0.00133067 -0.00198005
303 30.25 0.00333333 0.000750098 0.0019045 0.0201387 -0.000685161 -0.000898564 -0.00191608
304 30.35 0.01 0.00291998 0.00275554 0.00784437 -0.000799552 -0.00106213 -0.00199492
305 30.45 0.0133333 0.00417884 0.0204837 0.0330322 -0.00148772 -0.00200227 -0.00240219
306 30.55 0.00666667 0.00863051 0.00955725 0.000815938 -0.00144926 -0.002091 -0.00239937
307 30.65 0.02 0.00828939 0.00138309 0.0129195 -0.00158445 -0.00190463 -0.00222883
308 30.75 0.00666667 0.000220484 0.00200804 0.000519937 -0.00240725 -0.00169061 -0.00175525
309 30.85 0.0133333 0.011504 0.0043962 0.00769957 0.000209925 -0.0016112 -0.000666
310 30.95 0.0133333 0.010189 0.00794277 0.0105566 0.00883903 -0.00124193 0.00291897
311 31.05 0.0166667 0.0341054 0.00334788 0.0234345 0.00776508 -0.00161736 0.00302106
312 31.15 0.00333333 0.0075123 8.90418e-06 2.73083e-08 0.00681831 -0.00261694 0.00270453
313 31.25 0.00666667 0.00505128 0.00022132 0.0140342 0.00670011 -0.00215781 0.00260869
314 31.35 0.0133333 0.00350319 0.00466546 0.00642581 0.00656825 -0.00122794 0.00252687
315 31.45 0.01 0.00802165 0.00723927 0.00419206 0.000630197 -0.00129517 -0.000237174
316 31.55 0.00666667 0.00570461 0.000373372 0.0121527 -0.00208499 -0.00131497 -0.00157144
317 31.65 0 0 0 0 -0.00211758 -0.00138138 -0.00154329
318 31.75 0.0233333 0.00818859 0.00483914 0.00610141 -0.00154041 -0.00317531 -0.00159441
319 31.85 0.0166667 0.0270808 0.00392606 0.0206923 -0.00117805 -0.00270649 -0.00170804
320 31.95 0.0133333 0.00492088 0.00893496 0.00590705 -0.00110099 -0.00263826 -0.00175568
321 32.05 0.0266667 0.0271968 0.0148019 0.0268566 -0.00140892 -0.00160984 -0.00163102
322 32.15 0.02 0.0158503 0.0205775 0.0349326 -0.00273872 -0.00180548 -0.00125342
323 32.25 0.0166667 0.0130765 0.018104 0.011024 -0.000600257 -0.000962128 -0.00118196
324 32.35 0.00333333 0.00114683 0.000426116 4.76539e-05 -0.000639628 -0.00104976 -0.00143912
325 32.45 0.02 0.00785734 0.00370372 0.0171831 -0.00172781 -0.0032886 -0.00150083
326 32.55 0.0166667 0.00600571 0.016967 0.0232562 -0.00272193 -0.00407446 -0.00182171
327 32.65 0.02 0.0162949 0.0217276 0.0157567 -0.00380904 -0.0027835 -0.00241698
328 32.75 0.0133333 0.0122009 0.00397015 0.005204 -0.00217491 -0.00238317 0.000874638
329 32.85 0.00333333 0.00261949 0.00208779 0.000221674 -0.00346195 -0.00346809 0.00168591
330 32.95 0.0133333 0.0190024 0.00541893 0.00880754 -0.00365257 -0.00350222 0.00171953
331 33.05 0.0133333 0.0126805 0.013449 0.0147585 0.000312921 -0.000599915 0.0022027
332 33.15 0.01 0.00452416 0.0100597 0.0323779 0.00349696 0.000126435 0.00329038
333 33.25 0.00666667 0.000135865 0.014021 0.00249052 0.0035041 -0.00141714 0.00356662
334 33.35 0.0166667 0.0210475 0.0214334 0.0121385 0.00334728 0.00124478 0.0048348
335 33.45 0.0233333 0.012513 0.0178649 0.0157191 0.00307054 0.00190153 0.00554901
336 33.55 0.01 0.0095778 0.0230068 0.0159141 -0.000701885 0.000606442 0.00199981
337 33.65 0.01 0.00934771 0.0147062 0.00549367 -0.000822382 0.00109752 0.00146781
338 33.75 0.00666667 0.000812977 0.00623593 0.00669221 -0.000832727 0.000957 0.00138157
339 33.85 0.0133333 0.00350335 0.0161141 0.0123591 -0.00109229 0.0138395 0.00400057
340 33.95 0.0166667 0.0149145 0.0342654 0.0173552 -0.00201691 0.0236026 0.0055814
341 34.05 0.0166667 0.0413287 0.00479295 0.0280207 -0.00239227 0.0251606 0.00528676
342 34.15 0.0133333 0.00841595 0.0163184 0.0308725 -0.00250272 0.0255698 0.00353253
343 34.25 0.00666667 0.00320526 0.0115437 0.0112038 -0.00262752 0.00187819 -0.00178166
344 34.35 0.01 0.0102707 0.00314822 0.00292174 -0.00101026 -0.00122811 -0.00180775
345 34.45 0.00666667 0.00510735 0.00877048 0.00113757 -0.000980062 -0.00115265 -0.0021277
346 34.55 0.0133333 0.00295305 0.00894252 0.0190717 -0.00122954 -0.00189991 -0.00237804
347 34.65 0.00666667 0.0060382 0.00220984 0.00718826 -0.00257048 -0.00378288 -0.00267084
348 34.75 0.01 0.00357099 0.00389808 0.0098077 -0.00178323 -0.00298616 -0.00268305
349 34.85 0.01 0.00363463 0.00366068 0.0163872 -0.00184756 -0.00524816 -0.00268508
350 34.95 0.01 0.00321757 0.00667903 0.00888172 -0.00169475 -0.00223966 -0.00232811
351 35.05 0.01 0.00900962 0.00450593 0.00676758 -0.00213553 -0.00249387 -0.00198529
352 35.15 0.00333333 0.00258445 0.000581391 0.00345261 -0.00191547 0.000201518 -0.00111759
353 35.25 0.0166667 0.00732398 0.0121484 0.0192519 -0.00132226 0.00164539 -0.000664059
354 35.35 0 0 0 0 -2.12392e-05 0.00302117 0.000134873
355 35.45 0.0166667 0.00650086 0.0173101 0.0285954 -0.000141577 0.00293642 4.92522e-05
356 35.55 0.0133333 0.00472144 0.0111804 0.0195773 -0.000343021 -0.000968915 -0.000149827
357 35.65 0.0166667 0.0238593 0.0111517 0.0100169 -0.00139392 -0.00178739 -0.000508183
358 35.75 0.00666667 0.00658979 0.00572059 0.00622495 -0.00136741 -0.00203659 -0.000568002
359 35.85 0.02 0.00242195 0.0119001 0.0217293 0.000489976 0.0151112 -0.000544238
360 35.95 0.0133333 0.00348635 0.0111663 0.00564792 -0.000888364 -0.00103197 -0.000809201
90000 360
1 0.05 0.0133333 0.0123594 0.0291958 0.00584565 -0.00145499 -0.00156527 -0.00193531
2 0.15 0.0166667 0.00987855 0.01582 0.0193813 -0.00217924 -0.00258378 -0.00208455
3 0.25 0.00666667 0.0051217 0.0046764 0.00213435 -0.00197293 -0.00261603 -0.00180507
4 0.35 0.0166667 0.0128866 0.0044708 0.0241194 -0.00134118 -0.00189585 -0.00143049
5 0.45 0.01 0.0385923 0.00280441 0.0117739 -0.0013188 -0.000950622 -0.0012505
6 0.55 0.0233333 0.0324853 0.0158993 0.01663 -0.00289252 -0.00154738 -0.00121312
7 0.65 0.00333333 0.00085169 0.00169595 0.00449948 -0.00283804 -0.00188302 -0.00122885
8 0.75 0.03 0.0434112 0.0395801 0.0196599 -0.00194516 -0.00367091 -0.00171787
9 0.85 0.00333333 0.020879 0.0032092 4.49362e-05 -0.00209258 -0.0040114 -0.00222658
10 0.95 0.0233333 0.0205551 0.0238411 0.0177319 -0.00216672 -0.00387499 -0.0022223
11 1.05 0.01 0.0099956 0.00305288 0.00285911 -0.00343937 -0.00170589 -0.00214898
12 1.15 0.00666667 0.00790922 0.0142704 0.00124317 -0.00470554 -0.00314121 -0.00228038
13 1.25 0.0133333 0.00261721 0.00360526 0.0205927 -0.00581811 -0.00366747 -0.00239535
14 1.35 0.01 0.0157796 0.0108578 0.0022367 -0.00590396 -0.00316877 -0.00249019
15 1.45 0.01 0.0111295 0.00207863 0.0262245 -0.00340493 -0.00175322 -0.00244533
16 1.55 0.0266667 0.0171442 0.0149576 0.00999197 -0.00382869 -0.00222074 -0.00280969
17 1.65 0.02 0.0102643 0.0133088 0.01136 -0.00545284 -0.00237279 -0.00302005
18 1.75 0.0166667 0.0207276 0.00668274 0.0188078 -0.0080491 -0.00194217 -0.00176267
19 1.85 0.0166667 0.00593308 0.00965066 0.0161169 -0.0202813 -0.00332467 -0.00207551
20 1.95 0.0133333 0.0190529 0.00528796 0.00327994 -0.0049105 -0.000904983 -0.00139453
21 2.05 0.02 0.0156163 0.00863218 0.021121 -0.00308888 -0.00104759 -0.00134542
22 2.15 0.01 0.00661509 0.0115765 0.00304575 -0.00310032 -0.000283064 -0.00131121
23 2.25 0.02 0.0023183 0.0220081 0.0210055 -0.00203034 -0.00137645 -0.000849395
24 2.35 0.00333333 0.00612901 0.00151958 0.00437474 -0.00236118 -0.00280663 -0.000699211
25 2.45 0.02 0.0270389 0.0121972 0.00570927 -0.00571588 -0.00684941 -0.00141719
26 2.55 0.0266667 0.00589223 0.00532994 0.00818731 -0.0117139 -0.0050887 -0.00231356
27 2.65 0.0233333 0.0201552 0.051984 0.00991455 -0.0115126 0.00634035 -0.00273903
28 2.75 0.0166667 0.00707225 0.0198476 0.0125033 -0.00672274 0.00632829 -0.00247798
29 2.85 0.00666667 0.0026567 0.0026195 0.000707147 -0.00364831 -0.00210146 -0.00283932
30 2.95 0.01 0.0098482 0.00397577 0.00780591 -0.00331955 -0.00202046 -0.00275198
31 3.05 0.0133333 0.0240515 0.0157693 0.000613081 -0.000971502 -0.00164553 -0.00249968
32 3.15 0.0166667 0.010025 0.0156468 0.0125082 -0.00182738 -0.00172075 -0.00246719
33 3.25 0.0233333 0.0167261 0.0249186 0.00620845 -0.00656378 -0.00272894 -0.00241033
34 3.35 0.0266667 0.0186086 0.0208949 0.0105711 -0.00128879 -0.00286153 -0.0023895
35 3.45 0.01 0.00205581 0.00630942 0.0130187 -0.0107621 -0.00306559 -0.00265694
36 3.55 0.02 0.0292699 0.00906405 0.00673888 -0.00176756 -0.00315967 -0.0027923
37 3.65 0.00666667 0.00123922 0.00367186 0.0157748 -0.00153797 -0.0028039 -0.00241846
38 3.75 0.0233333 0.0158419 0.00855792 0.0100601 -0.00165521 -0.00257925 -0.00245794
39 3.85 0.02 0.0154006 0.00875865 0.00875726 -0.00199507 -0.00476009 -0.00256037
40 3.95 0.0133333 0.0137646 0.0124452 0.0106688 -0.0071603 -0.0030386 -0.00333219
41 4.05 0.03 0.0197395 0.0448758 0.0139996 -0.00462566 -0.00337569 -0.00130188
42 4.15 0.00666667 0.00144992 0.0103918 0.00384853 0.00186845 -0.00345054 0.00145099
43 4.25 0.0233333 0.0464301 0.0268148 0.0138734 0.0020505 -0.00337383 0.00124523
44 4.35 0.01 0.0109478 0.00481822 0.00343121 0.00104913 -0.0032344 0.000666314
45 4.45 0.0233333 0.0149198 0.0198874 0.0035735 -0.00168034 -0.00324619 0.000662146
46 4.55 0.02 0.0217285 0.00585593 0.00441616 -0.00310556 -0.00326165 8.55684e-05
47 4.65 0.0233333 0.00698937 0.0256676 0.0251565 -0.000335195 -0.00248146 0.00048228
48 4.75 0.03 0.0147044 0.0215045 0.024886 0.000554222 -0.00273137 0.000377585
49 4.85 0.0133333 0.00423472 0.0124359 0.0022979 0.00258222 -0.000223739 0.00845935
50 4.95 0.01 0.00898956 0.000415158 0.0059007 0.00277851 0.0181069 0.00818526
51 5.05 0.0166667 0.00452513 0.00338969 0.00194058 0.00254572 -0.00165607 0.00818039
52 5.15 0.0133333 0.00717573 0.00486159 0.019157 0.0025032 -0.00195929 0.00823227
53 5.25 0.01 0.0115703 0.0137216 0.00413093 0.00118681 -0.00379603 0.00841775
54 5.35 0.0266667 0.0102188 0.019177 0.018831 -0.0024341 -2.54738e-05 0.00818026
55 5.45 0.02 0.0190703 0.0402436 0.0134512 0.00304373 -0.000288765 0.00860012
56 5.55 0.0133333 0.00617966 0.0150466 0.00640828 0.00152163 -0.002436 0.00836786
57 5.65 0.0166667 0.0125108 0.00578547 0.0142571 -0.00504568 -0.00647036 -0.00445346
58 5.75 0.0266667 0.0212717 0.0402018 0.0222233 -7.54937e-05 -0.00368912 -0.00319777
59 5.85 0.0166667 0.00839277 0.00324106 0.0219576 0.0106556 -0.00323614 0.000323177
60 5.95 0.0166667 0.00370566 0.0237978 0.0131534 0.00792888 -0.00501707 0.000339519
61 6.05 0.00666667 0.00354262 0.00132427 0.0107247 0.00631939 -0.00614319 0.000112538
62 6.15 0.0266667 0.0455835 0.060695 0.00900014 0.00642907 -0.00758768 -0.000521003
63 6.25 0.00666667 0.00129315 0.000749487 0.00172057 0.00899637 -0.00501323 -0.000983457
64 6.35 0.0133333 0.0125172 0.0143308 0.0133861 -0.000216199 -0.00321471 -0.00504341
65 6.45 0.0166667 0.00167677 0.00679661 0.022246 -0.00471864 -0.00330652 -0.00707833
66 6.55 0.02 0.00373653 0.0047494 0.0153497 -0.00420509 -0.00337383 -0.00730713
67 6.65 0.0266667 0.0158425 0.0208825 0.0196027 -0.00386877 -0.00340702 -0.00636872
68 6.75 0.0166667 0.000890559 0.00674619 0.0200159 -0.00372078 -0.00516466 -0.00733098
69 6.85 0.00333333 0.00500791 0.00107653 2.30455e-05 -0.00396429 -0.00561692 -0.00752709
70 6.95 0.02 0.0014708 0.0139406 0.0162835 -0.00396852 -0.00611007 -0.00828773
71 7.05 0.0133333 0.00416722 0.00410274 0.00595678 -0.00810223 -0.00215352 -0.00433378
72 7.15 0.0366667 0.0120788 0.0870977 0.0444005 -0.00420716 -0.00597335 -0.00518086
73 7.25 0.03 0.041512 0.0211029 0.0232255 0.00298532 -0.00924656 -0.00611291
74 7.35 0.0133333 0.0147779 0.023746 0.040217 0.000945114 -0.00897655 -0.0018454
75 7.45 0.02 0.00779712 0.00736395 0.0204835 -0.00193457 -0.00978025 -0.00357644
76 7.55 0.0333333 0.0289876 0.00747535 0.0227071 -0.00411803 -0.0112049 -0.00636038
77 7.65 0.0166667 0.0102581 0.0207288 0.00944529 0.0244592 -0.0106381 -0.00212809
78 7.75 0.0433333 0.0422856 0.0520874 0.0213224 0.0227233 -0.0185035 -0.00286104
79 7.85 0.0266667 0.0072141 0.0135505 0.0354422 0.00493167 -0.0151277 -0.00905276
80 7.95 0.0233333 0.0323888 0.0304951 0.0105788 -0.0117058 -0.0177343 -0.0256219
81 8.05 0.03 0.0414863 0.016635 0.0149135 -0.0170771 -0.0234948 -0.0323616
82 8.15 0.0266667 0.0191258 0.0146901 0.0211837 -0.0193453 -0.0308749 -0.033597
83 8.25 0.02 0.0273373 0.0185654 0.00729336 -0.0299522 -0.0252007 -0.0373389
84 8.35 0.0633333 0.051038 0.0585204 0.072336 -0.0454607 -0.0279138 -0.0515367
85 8.45 0.0466667 0.0257134 0.0365184 0.0274567 -0.0502545 -0.0175586 -0.052588
86 8.55 0.113333 0.0914615 0.0965616 0.107053 -0.0840301 -0.0542615 -0.0625661
87 8.65 0.11 0.0726992 0.0685994 0.0840467 -0.102796 -0.0651209 -0.0869229
88 8.75 0.143333 0.161799 0.0917793 0.0934379 -0.113144 -0.0484789 -0.104049
89 8.85 0.12 0.164831 0.0639036 0.0973924 -0.106135 -0.115948 -0.119994
90 8.95 0.21 0.189284 0.222718 0.188891 -0.144155 -0.163558 -0.143887
91 9.05 0.17 0.114442 0.14167 0.15855 -0.251362 -0.202461 -0.174673
92 9.15 0.216667 0.216406 0.162273 0.165011 -0.254798 -0.296313 -0.205609
93 9.25 0.263333 0.237141 0.289645 0.132554 -0.308843 -0.386905 -0.243633
94 9.35 0.316667 0.391046 0.190299 0.261448 -0.35303 -0.456634 -0.286842
95 9.45 0.273333 0.225952 0.200037 0.19678 -0.441599 -0.5505 -0.297856
96 9.55 0.37 0.308795 0.26727 0.319691 -0.536484 -0.430429 -0.328969
97 9.65 0.396667 0.248264 0.35676 0.424552 -0.714012 -0.437206 -0.336434
98 9.75 0.406667 0.378596 0.30092 0.360875 -0.731859 -0.634376 -0.35681
99 9.85 0.46 0.420456 0.322376 0.443774 -0.654101 -0.654771 -0.376038
100 9.95 0.503333 0.437544 0.359977 0.439156 -0.695944 -0.745216 -0.407084
101 10.05 0.576667 0.461869 0.4002 0.486787 -0.880337 -0.742483 -0.416405
102 10.15 0.6 0.538907 0.485396 0.466728 -0.622824 -0.633763 -0.432938
103 10.25 0.57 0.526807 0.55761 0.501821 -0.747395 -0.880486 -0.389596
104 10.35 0.556667 0.434711 0.484829 0.496542 -0.40037 -0.821637 -0.409524
105 10.45 0.64 0.544528 0.533718 0.45412 -0.787511 -1.10139 -0.437564
106 10.55 0.726667 0.635897 0.565662 0.769679 -0.557342 -1.21163 -0.453804
107 10.65 0.606667 0.572645 0.570959 0.512017 -0.791063 -1.15085 -0.492251
108 10.75 0.683333 0.618593 0.615578 0.508543 -0.89638 -0.982403 -0.518815
109 10.85 0.656667 0.561929 0.57226 0.519606 -0.657915 -0.729978 -0.557933
110 10.95 0.676667 0.55289 0.56291 0.448667 -0.952534 -0.945429 -0.56217
111 11.05 0.78 0.705658 0.774358 0.717417 -1.16603 -0.460125 -0.626428
112 11.15 0.706667 0.545099 0.536419 0.549329 -0.995891 -0.945883 -0.659178
113 11.25 0.72 0.58095 0.600584 0.602891 -1.22052 -1.15217 -0.713182
114 11.35 0.713333 0.636617 0.672676 0.62239 -0.72866 -0.764177 -0.744092
115 11.45 0.696667 0.554874 0.729515 0.578763 -0.921865 -0.850251 -0.753142
116 11.55 0.75 0.605568 0.575721 0.576516 -0.959596 -0.990823 -0.752098
117 11.65 0.693333 0.532073 0.618839 0.649792 -0.943951 -0.988545 -0.780969
118 11.75 0.72 0.642846 0.656009 0.541552 -0.91976 -0.887712 -0.783896
119 11.85 0.78 0.593471 0.679756 0.674298 -1.3676 -0.958119 -0.790092
120 11.95 0.7 0.616247 0.598165 0.611071 -0.945179 -0.878071 -0.768567
121 12.05 0.803333 0.646674 0.74378 0.710389 -1.14445 -0.818828 -0.809604
122 12.15 0.76 0.72846 0.738937 0.627692 -1.3111 -1.34067 -0.742885
123 12.25 0.783333 0.682851 0.725313 0.636559 -1.08181 -0.990752 -0.759488
124 12.35 0.726667 0.648618 0.575569 0.52459 -1.02096 -1.0964 -0.725916
125 12.45 0.763333 0.65975 0.547817 0.59654 -0.694163 -0.591354 -0.682862
126 12.55 0.723333 0.581127 0.566736 0.528646 -0.845409 -0.799682 -0.608239
127 12.65 0.783333 0.704383 0.71255 0.676521 -0.881316 -0.586928 -0.67776
128 12.75 0.75 0.691905 0.624207 0.630504 -0.949415 -0.961262 -0.698163
129 12.85 0.743333 0.559814 0.684223 0.610814 -0.914198 -0.760663 -0.609685
130 12.95 0.8 0.562181 0.646491 0.595154 -0.616215 -0.60861 -0.63782
131 13.05 0.736667 0.648139 0.586791 0.685945 -0.862186 -0.768154 -0.720514
132 13.15 0.773333 0.681843 0.657693 0.729417 -0.841657 -1.20015 -0.810498
133 13.25 0.833333 0.603712 0.853168 0.790575 -1.1368 -0.996481 -0.814508
134 13.35 0.766667 0.718971 0.730864 0.648148 -0.726987 -0.953185 -0.819201
135 13.45 0.743333 0.635129 0.566552 0.649358 -0.993488 -1.08276 -0.81104
136 13.55 0.686667 0.482011 0.53123 0.558046 -0.734734 -1.21483 -0.819401
137 13.65 0.723333 0.55582 0.548316 0.57138 -1.04012 -1.10014 -0.886955
138 13.75 0.703333 0.573878 0.568832 0.581105 -0.753975 -0.922441 -0.931904
139 13.85 0.83 0.73244 0.724566 0.733313 -0.810882 -1.04616 -0.965909
140 13.95 0.733333 0.628065 0.554756 0.603415 -0.879788 -1.15878 -0.90988
141 14.05 0.713333 0.639639 0.574551 0.605538 -0.753566 -1.18613 -0.845319
142 14.15 0.893333 0.6874 0.772294 0.719548 -0.834089 -1.20325 -0.901726
143 14.25 0.76 0.745621 0.725332 0.664508 -0.602003 -0.520587 -0.831478
144 14.35 0.686667 0.61941 0.613077 0.632788 -0.640487 -0.986701 -0.822852
145 14.45 0.743333 0.60027 0.626382 0.664962 -0.971352 -1.36873 -0.902284
146 14.55 0.74 0.524832 0.576675 0.558331 -0.984538 -1.29086 -0.902094
147 14.65 0.743333 0.573742 0.537441 0.55833 -1.00659 -1.34514 -0.94305
148 14.75 0.73 0.626182 0.671003 0.689072 -1.10341 -1.42047 -0.997855
149 14.85 0.826667 0.665294 0.661118 0.70636 -0.797929 -1.21543 -1.00654
150 14.95 0.74 0.597517 0.60235 0.719259 -0.719362 -1.09897 -0.931427
151 15.05 0.773333 0.662667 0.73176 0.643564 -0.704062 -1.16171 -0.753134
152 15.15 0.733333 0.5722 0.678516 0.61487 -0.726845 -0.845275 -0.606945
153 15.25 0.846667 0.604867 0.764755 0.613014 -0.356319 -0.868473 -0.526566
154 15.35 0.73 0.639056 0.661306 0.633127 -0.608166 -0.798349 -0.520156
155 15.45 0.736667 0.559702 0.701545 0.702123 -1.3669 -0.941928 -0.637263
156 15.55 0.733333 0.673711 0.693583 0.57272 -0.996686 -0.781703 -0.6415
157 15.65 0.726667 0.624474 0.661017 0.666381 -0.926126 -0.772104 -0.570657
158 15.75 0.79 0.682885 0.672974 0.530806 -0.945253 -1.21221 -0.648911
