# Time-averaged data for fix fb
# TimeStep Number-of-rows
# Row c_pB[1] c_pB[2] c_pB[3] c_pB[4] c_pB[5] c_pB[6] c_pB[7] c_pB[8]
0 360
96 9.55 0.326667 0.292052 0.315627 0.219656 -0.530471 -0.438113 -0.301561
97 9.65 0.32 0.296873 0.219479 0.240658 -0.272789 -0.355032 -0.319926
98 9.75 0.32 0.284011 0.255637 0.303745 -0.253096 -0.394986 -0.314239
99 9.85 0.42 0.408628 0.286964 0.33702 -0.502428 -0.633171 -0.33828
100 9.95 0.546667 0.533797 0.409878 0.487698 -0.632653 -0.53044 -0.353661
101 10.05 0.48 0.494579 0.472959 0.448461 -0.715531 -0.546191 -0.373352
102 10.15 0.446667 0.371305 0.416244 0.38754 -0.53964 -0.728108 -0.372564
103 10.25 0.526667 0.534658 0.389068 0.599288 -0.78428 -0.391229 -0.412322
104 10.35 0.58 0.449564 0.437777 0.557092 -0.740071 -0.0787616 -0.455548
105 10.45 0.606667 0.65439 0.57322 0.572433 -0.622127 -0.642884 -0.377639
106 10.55 0.666667 0.710907 0.525815 0.595993 -0.74365 -0.709567 -0.523457
107 10.65 0.633333 0.623895 0.486075 0.539065 -1.37933 -0.819037 -0.623636
108 10.75 0.606667 0.458396 0.630236 0.477374 -1.17966 -0.885483 -0.676518
109 10.85 0.593333 0.399926 0.517318 0.415269 -0.971661 -1.1864 -0.679334
110 10.95 0.713333 0.609248 0.696066 0.547127 -0.807908 -0.954451 -0.57594
111 11.05 0.626667 0.502649 0.392361 0.478202 -1.15021 -1.27568 -0.574863
112 11.15 0.62 0.644797 0.48349 0.479438 -1.39758 -1.23286 -0.620044
113 11.25 0.6 0.625128 0.535373 0.442057 -1.25164 -1.32101 -0.641492
114 11.35 0.72 0.773157 0.629671 0.546393 -0.997178 -1.16334 -0.737195
115 11.45 0.78 0.497814 0.544989 0.604729 -0.979538 -1.15275 -0.714332
116 11.55 0.646667 0.561676 0.44195 0.63469 -0.378313 -0.767737 -0.735713
117 11.65 0.733333 0.65484 0.547422 0.624786 -0.716309 -0.508433 -0.674536
118 11.75 0.753333 0.685452 0.645689 0.585231 -0.722687 -0.834586 -0.660567
119 11.85 0.713333 0.596207 0.744265 0.532318 -0.372399 -0.986829 -0.671299
120 11.95 0.646667 0.554859 0.530059 0.483027 -0.88889 -1.11024 -0.760998
121 12.05 0.74 0.548231 0.532268 0.619328 -0.895875 -1.39969 -0.776555
122 12.15 0.74 0.636535 0.711784 0.630249 -1.15748 -1.08787 -0.761029
123 12.25 0.733333 0.61944 0.599918 0.544458 -1.25715 -1.20104 -0.774569
124 12.35 0.613333 0.456352 0.429975 0.569697 -0.443533 -0.24536 -0.75517
125 12.45 0.813333 0.510123 0.662856 0.720004 -0.73337 -0.588894 -0.97325
126 12.55 0.78 0.558433 0.689043 0.618519 -0.967213 -1.53673 -1.06322
127 12.65 0.766667 0.643904 0.696688 0.62869 -0.966956 -1.15707 -0.954879
128 12.75 0.793333 0.51468 0.520938 0.706071 -0.908391 -0.924595 -0.8257
129 12.85 0.706667 0.79412 0.556208 0.567055 -0.984423 -0.694185 -0.811096
130 12.95 0.706667 0.667917 0.610035 0.61924 -1.45988 -1.21289 -0.834534
131 13.05 0.746667 0.762882 0.569309 0.521675 -1.55597 -1.45165 -0.725631
132 13.15 0.633333 0.440903 0.709804 0.531829 -0.422573 -1.11973 -0.643582
133 13.25 0.706667 0.599874 0.721374 0.564227 -0.0945808 -0.64206 -0.508943
134 13.35 0.853333 0.658848 0.76845 0.589854 -0.565482 -0.233808 -0.524734
135 13.45 0.873333 0.653157 0.725494 0.893177 -0.568892 -0.221952 -0.569334
136 13.55 0.766667 0.64401 0.687721 0.646759 -0.472102 -0.696766 -0.641647
137 13.65 0.786667 0.687134 0.605314 0.561496 -0.822142 -1.03192 -0.768762
138 13.75 0.686667 0.489288 0.60965 0.464686 -0.0830242 -0.560636 -0.895378
139 13.85 0.726667 0.713774 0.652896 0.606014 -0.490708 -0.852514 -0.854586
140 13.95 0.76 0.693757 0.607537 0.78637 -0.121851 -0.665423 -0.671982
141 14.05 0.686667 0.657893 0.691878 0.70023 0.0662167 -0.289612 -0.663605
142 14.15 0.793333 0.751828 0.707372 0.536363 -0.602861 -0.647903 -0.69786
143 14.25 0.813333 0.721649 0.759751 0.675959 -0.669891 -0.715577 -0.658275
144 14.35 0.746667 0.679366 0.639957 0.47442 -0.867937 -0.604903 -0.671516
145 14.45 0.733333 0.522623 0.774331 0.612649 -0.662384 -0.333175 -0.716725
146 14.55 0.84 0.650947 0.630614 0.691203 -0.649433 -0.566912 -0.69096
147 14.65 0.846667 0.698389 0.625434 0.784288 -0.401728 -0.650597 -0.567198
148 14.75 0.766667 0.669403 0.618434 0.668504 -1.20612 -1.07171 -0.585457
149 14.85 0.713333 0.498357 0.895796 0.575313 -1.17117 -0.961457 -0.692284
150 14.95 0.613333 0.438629 0.478168 0.532338 -1.34212 -1.44844 -0.701066
151 15.05 0.78 0.736136 0.75807 0.809351 -0.875814 -0.833 -0.766854
152 15.15 0.76 0.564556 0.718378 0.71561 -0.987743 -0.966707 -0.816732
153 15.25 0.806667 0.756113 0.71247 0.623659 -1.05504 -1.34305 -0.904531
154 15.35 0.68 0.66376 0.470138 0.434839 -0.735306 -0.906283 -0.937656
155 15.45 0.846667 0.747802 0.778508 0.785577 -0.619534 -0.846047 -1.02241
156 15.55 0.753333 0.904706 0.65642 0.587941 -1.20788 -0.608108 -1.06706
157 15.65 0.633333 0.607213 0.527452 0.407577 -0.904773 -0.877948 -1.06882
158 15.75 0.766667 0.513866 0.637294 0.695662 -0.409251 -0.264835 -0.830561
159 15.85 0.8 0.68128 0.697698 0.788355 -0.30931 -0.580532 -0.815057
160 15.95 0.753333 0.801216 0.621475 0.72831 -0.909525 -0.870536 -0.848101
161 16.05 0.806667 0.680931 0.717936 0.690097 -1.07762 -0.987351 -0.835917
162 16.15 0.706667 0.686835 0.590543 0.549953 -1.52743 -1.32972 -0.743203
163 16.25 0.72 0.635375 0.851189 0.732056 -0.907029 -1.46611 -0.71299
164 16.35 0.713333 0.634249 0.572071 0.557827 -0.667881 -0.766366 -0.723661
165 16.45 0.813333 0.71569 0.752079 0.646 -0.499073 -0.862489 -0.800889
166 16.55 0.766667 0.590566 0.71801 0.66008 -0.925614 -0.981528 -0.680319
167 16.65 0.733333 0.648996 0.702679 0.530642 -0.767308 -1.09747 -0.562966
168 16.75 0.693333 0.614355 0.685813 0.556975 -0.996969 -0.670762 -0.685264
169 16.85 0.7 0.521304 0.590595 0.505283 -0.374189 -0.678048 -0.758794
170 16.95 0.706667 0.532122 0.649805 0.619468 -0.0845969 -0.770708 -0.657064
171 17.05 0.786667 0.673591 0.69842 0.604393 -0.887252 -0.333434 -0.763797
172 17.15 0.733333 0.48614 0.542515 0.725751 -0.797907 -0.540606 -0.79002
173 17.25 0.826667 0.723978 0.641068 0.662265 -1.02564 -0.830816 -0.796716
174 17.35 0.746667 0.558681 0.880102 0.758104 -0.717459 -0.586903 -0.840605
175 17.45 0.793333 0.530076 0.616951 0.638308 -1.23943 -0.553129 -0.810744
176 17.55 0.826667 0.626357 0.777732 0.663543 -0.589254 -0.722503 -0.752697
177 17.65 0.66 0.498714 0.549533 0.614913 -0.957543 -0.460237 -0.770337
178 17.75 0.78 0.573724 0.670341 0.532289 -0.454973 -0.378024 -0.7286
179 17.85 0.806667 0.66836 0.504432 0.736745 -0.809945 -0.94837 -0.737333
180 17.95 0.666667 0.637512 0.623947 0.421757 -0.413755 -1.13305 -0.791124
181 18.05 0.78 0.638828 0.696591 0.605882 -1.04747 -1.42178 -0.883985
182 18.15 0.7 0.66673 0.730911 0.521867 -0.746813 -1.28993 -0.915027
183 18.25 0.786667 0.741786 0.653697 0.641212 -1.40706 -1.71124 -1.05441
184 18.35 0.76 0.524391 0.710004 0.570702 -1.59464 -1.50907 -1.13488
185 18.45 0.653333 0.679282 0.665923 0.591661 -1.30539 -0.877427 -1.106
186 18.55 0.78 0.532272 0.714374 0.475537 -1.24022 -1.22268 -0.978809
187 18.65 0.72 0.709184 0.54435 0.62692 -1.23785 -0.764677 -0.792455
188 18.75 0.753333 0.682442 0.645289 0.479871 -1.09747 -0.783092 -0.683639
189 18.85 0.813333 0.82069 0.537263 0.800247 -1.43825 -0.791678 -0.564095
190 18.95 0.826667 0.767249 0.772867 0.590139 -1.29868 -0.859821 -0.573846
191 19.05 0.72 0.467168 0.655916 0.734875 -0.946785 -0.710811 -0.608998
192 19.15 0.653333 0.552694 0.75407 0.634736 -1.29576 -0.561401 -0.644328
193 19.25 0.84 0.706356 0.622169 0.621413 -1.16182 -0.909053 -0.629393
194 19.35 0.786667 0.701394 0.719405 0.549102 -0.406681 -1.35142 -0.730539
195 19.45 0.686667 0.561897 0.501771 0.589995 -0.41698 -0.781806 -0.834841
196 19.55 0.673333 0.574703 0.713975 0.494518 -0.878722 -1.24114 -1.03192
197 19.65 0.773333 0.719844 0.621788 0.755714 -1.06812 -1.16692 -1.14554
198 19.75 0.786667 0.676345 0.66516 0.60783 -1.14741 -1.3106 -1.10832
199 19.85 0.693333 0.390629 0.584667 0.697364 -1.42273 -1.26654 -1.18211
200 19.95 0.706667 0.645191 0.520825 0.635575 -0.683227 -0.943227 -1.16426
201 20.05 0.8 0.621526 0.50657 0.641247 -0.270079 -0.655888 -1.10558
202 20.15 0.833333 0.705003 0.722591 0.743724 -0.752883 -1.44656 -0.998146
203 20.25 0.706667 0.547815 0.729996 0.49555 -0.512464 -1.14399 -0.904549
204 20.35 0.773333 0.501352 0.672331 0.695305 -0.567135 -0.623104 -0.816724
205 20.45 0.72 0.6432 0.474719 0.705893 -0.47685 -0.60082 -0.670003
206 20.55 0.76 0.594537 0.671254 0.66556 -0.757185 -0.586153 -0.580954
207 20.65 0.806667 0.887896 0.752927 0.855673 -0.539467 -0.878632 -0.692629
208 20.75 0.733333 0.501335 0.784003 0.568122 -0.754702 -0.832217 -0.696441
209 20.85 0.726667 0.706412 0.716055 0.608452 -1.02292 -1.18664 -0.688123
210 20.95 0.733333 0.811769 0.654444 0.657413 -1.05537 -0.73597 -0.660726
211 21.05 0.766667 0.59305 0.703349 0.617295 -0.792111 -0.428155 -0.656582
212 21.15 0.76 0.754011 0.510255 0.781589 -0.44572 -0.522544 -0.599478
213 21.25 0.68 0.558739 0.5399 0.458752 -0.78167 -0.607144 -0.587859
214 21.35 0.84 0.683333 0.764038 0.653326 0.013178 -0.408412 -0.615397
215 21.45 0.773333 0.782035 0.645525 0.666833 -0.860475 -0.633738 -0.614298
216 21.55 0.786667 0.707381 0.749849 0.624344 -0.977353 -0.377054 -0.665422
217 21.65 0.746667 0.635415 0.584553 0.516157 -1.37006 -0.938816 -0.742825
218 21.75 0.753333 0.691461 0.584387 0.644866 -0.837024 -0.996138 -0.706184
219 21.85 0.64 0.718045 0.468205 0.487033 -0.634147 -0.728167 -0.725677
220 21.95 0.726667 0.646608 0.604192 0.600072 -1.00272 -1.3515 -0.766932
221 22.05 0.76 0.531204 0.658853 0.726144 -1.1761 -0.855463 -0.871904
222 22.15 0.833333 0.765991 0.653516 0.765004 -0.751633 -0.576404 -0.923052
223 22.25 0.706667 0.59054 0.541223 0.609691 -0.169584 -0.622183 -0.925762
224 22.35 0.726667 0.746437 0.602002 0.643502 -0.966363 -0.473972 -0.906986
225 22.45 0.8 0.631907 0.621715 0.714193 -1.08453 -0.811143 -0.956384
226 22.55 0.7 0.599697 0.649253 0.618998 -0.554331 -1.0154 -1.04149
227 22.65 0.793333 0.703247 0.768639 0.655855 -1.19291 -1.53418 -1.08706
228 22.75 0.72 0.577346 0.629969 0.639727 -1.3243 -1.6621 -1.11011
229 22.85 0.766667 0.736226 0.841824 0.640164 -0.912085 -1.06639 -1.0334
230 22.95 0.653333 0.534946 0.610638 0.75809 -0.454732 -1.35886 -1.02254
231 23.05 0.753333 0.736852 0.55686 0.579987 -0.24601 -0.938858 -1.02779
232 23.15 0.746667 0.624718 0.661758 0.629401 -1.45284 -1.01706 -1.12426
233 23.25 0.733333 0.810271 0.792848 0.552476 -0.870916 -0.82295 -1.01773
234 23.35 0.846667 0.826326 0.593079 0.818865 -0.80512 -1.56961 -1.07372
235 23.45 0.7 0.586902 0.528346 0.634921 -0.411906 -1.24192 -1.03272
236 23.55 0.78 0.545191 0.763608 0.774543 -1.12454 -1.34961 -1.01637
237 23.65 0.64 0.58977 0.579975 0.627288 -1.27768 -1.05291 -1.02711
238 23.75 0.666667 0.650327 0.712727 0.486952 -1.67633 -1.33569 -0.995477
239 23.85 0.76 0.508202 0.575934 0.532157 -1.37755 -1.45217 -0.930906
240 23.95 0.733333 0.54131 0.643437 0.518998 -1.04942 -0.619778 -0.850742
241 24.05 0.8 0.788992 0.767441 0.678681 -0.610102 -0.877417 -0.716044
242 24.15 0.733333 0.615694 0.65336 0.731924 -0.386345 -0.650028 -0.673161
243 24.25 0.7 0.667045 0.719769 0.847939 -1.14771 -0.73259 -0.634072
244 24.35 0.826667 0.739628 0.750836 0.632715 -0.472973 -0.201156 -0.602183
245 24.45 0.62 0.407012 0.591842 0.760699 -0.800665 -0.440279 -0.563728
246 24.55 0.686667 0.51929 0.540568 0.575097 -1.07793 -1.26065 -0.612373
247 24.65 0.706667 0.642588 0.537609 0.648461 -0.755037 -0.872966 -0.618158
248 24.75 0.66 0.565869 0.557185 0.482701 -1.10769 -0.749497 -0.643292
249 24.85 0.806667 0.654021 0.5674 0.933342 -1.63597 -1.00399 -0.733116
250 24.95 0.653333 0.453545 0.443816 0.598285 -1.50047 -1.37367 -0.622591
251 25.05 0.8 0.64614 0.770954 0.616676 -1.2311 -1.00084 -0.538427
252 25.15 0.686667 0.499364 0.567078 0.596276 -1.27541 -0.82714 -0.47849
253 25.25 0.54 0.561684 0.407303 0.433113 -0.989061 -0.915787 -0.489681
254 25.35 0.66 0.590623 0.62686 0.558471 -1.06886 -1.22798 -0.488492
255 25.45 0.62 0.56193 0.442067 0.433638 -0.86356 -1.10805 -0.431597
256 25.55 0.486667 0.413064 0.380977 0.505443 -1.13287 -1.04392 -0.337825
257 25.65 0.6 0.324708 0.542441 0.423141 -1.01221 -0.799286 -0.311007
258 25.75 0.593333 0.479898 0.466203 0.514376 -0.724396 -0.728153 -0.320642
259 25.85 0.58 0.502605 0.416687 0.484396 -0.562538 -0.488034 -0.301245
260 25.95 0.513333 0.432551 0.425651 0.386548 -0.755662 -0.759542 -0.283159
261 26.05 0.446667 0.389034 0.267252 0.349741 -0.801811 -0.508285 -0.343479
262 26.15 0.486667 0.437262 0.433196 0.390385 -0.697305 -0.592426 -0.293249
263 26.25 0.386667 0.347253 0.321307 0.355112 -0.434532 -0.661235 -0.178891
264 26.35 0.286667 0.272266 0.280129 0.270307 -0.243844 -0.543994 -0.158422
265 26.45 0.393333 0.442717 0.470819 0.24742 -0.101684 -0.562192 -0.083091
266 26.55 0.286667 0.217034 0.200708 0.21668 -0.322248 -0.502025 -0.0720182
267 26.65 0.22 0.192797 0.180209 0.183501 -0.341341 -0.460751 -0.078208
268 26.75 0.173333 0.183912 0.179196 0.153554 -0.330368 -0.295802 -0.0682398
269 26.85 0.166667 0.112359 0.150631 0.150645 -0.294497 -0.13577 -0.0801893
270 26.95 0.226667 0.0955125 0.178245 0.29056 -0.262662 -0.0951759 -0.0773684
271 27.05 0.153333 0.131965 0.0881126 0.156286 -0.209894 -0.104177 -0.0720176
272 27.15 0.22 0.171572 0.150197 0.235047 -0.1881 -0.142511 -0.0431099
273 27.25 0.126667 0.146418 0.0992424 0.120127 -0.142499 -0.129443 -0.00269246
274 27.35 0.113333 0.0633471 0.0812936 0.16883 -0.0912546 -0.0559609 -0.0182462
275 27.45 0.0733333 0.0500843 0.056987 0.0749846 -0.0731621 -0.021187 -0.0278693
276 27.55 0.0666667 0.0629114 0.0487455 0.0520943 -0.0508526 0.0130198 -0.0173796
277 27.65 0.06 0.0614053 0.0546649 0.0325498 -0.0300672 0.0127746 -0.00612362
278 27.75 0.0466667 0.032255 0.0457464 0.0192391 -0.0392895 -0.0112146 -0.0134267
279 27.85 0.0266667 0.0208266 0.025292 0.00522022 -0.0363437 -0.015361 -0.00889507
280 27.95 0.06 0.0172522 0.0213422 0.0857059 -0.0310996 -0.0273907 -0.0172673
281 28.05 0.04 0.0447961 0.0272186 0.0417911 -0.0186349 -0.0309164 -0.0309321
282 28.15 0.0266667 0.0236412 0.0382277 0.0176468 -0.0335143 -0.0314358 -0.024747
283 28.25 0.02 0.0138742 0.00239747 0.0144413 -0.00918134 -0.0151529 -0.0192534
284 28.35 0.04 0.0338058 0.0627319 0.0475314 -0.00684297 -0.0103366 -0.0136739
285 28.45 0.0266667 0.0254766 0.0407983 0.0117538 -0.00452641 -0.00734611 -0.0086562
286 28.55 0.0133333 0.00155356 0.00160986 0.0162052 -0.00283737 -0.00613725 -0.00722954
287 28.65 0.0133333 0.0163815 0.0229195 0.0047856 -0.00225575 -0.00329111 -0.00579011
288 28.75 0.02 0.0276185 0.00402512 0.0215389 -0.00232575 -0.00332087 -0.00722661
289 28.85 0.02 0.024529 0.00594924 0.0119272 -0.00205698 -0.00314203 -0.00736137
290 28.95 0.0133333 0.00755678 0.0343855 0.00433979 -0.0015295 -0.00311374 -0.00654446
291 29.05 0 0 0 0 -0.0014302 -0.00312395 -0.00635976
292 29.15 0.0133333 0.0145258 0.00787542 0.0192587 -0.00137922 -0.00296649 -0.00605884
293 29.25 0.0133333 0.000514925 0.00585331 0.00581365 -0.00129892 -0.00199848 -0.00497335
294 29.35 0.00666667 6.58309e-05 0.000311804 1.95558e-05 -0.00115592 -0.00105508 -0.00426571
295 29.45 0.0133333 0.0084234 0.0127025 0.00505498 -0.000928365 -0.000952611 -0.0041042
296 29.55 0.0266667 0.014884 0.00395927 0.00937312 -0.00137152 -0.00102493 -0.00410765
297 29.65 0 0 0 0 -0.001336 -0.00101718 -0.00402576
298 29.75 0.00666667 0.0182207 0.000168479 0.00855581 -0.00133183 -0.00101267 -0.00400862
299 29.85 0.0133333 0.00189301 0.00576367 0.0197553 -0.00328763 -0.00102447 -0.00344136
300 29.95 0.0133333 0.021605 0.00205186 0.00242611 -0.00612262 -0.000927756 -0.00241507
301 30.05 0.0266667 0.0124783 0.0349595 0.0114944 -0.0202673 -0.00379106 -0.00246831
302 30.15 0.0133333 0.0157455 0.00890952 0.0136283 -0.000826968 -0.00344706 -0.00291743
303 30.25 0.02 0.0155323 0.00849589 0.00907108 -0.000912011 -0.00419649 -0.00320684
304 30.35 0.00666667 0.00340165 0.00943448 0.000817521 -0.00089226 -0.00400331 -0.0029426
305 30.45 0 0 0 0 -0.000910595 -0.00422411 -0.00296578
306 30.55 0.02 0.0428041 0.0065092 0.0846489 -0.000626535 -0.00285636 -0.00282265
307 30.65 0.0133333 0.0157503 0.00210174 0.0231152 -0.000737612 -0.00283514 -0.002741
308 30.75 0.02 0.0242355 0.00326948 0.00804045 -0.000907938 -0.002939 -0.00265036
309 30.85 0.0266667 0.0330747 0.0490489 0.00663504 0.00534165 -0.00172777 -0.00263233
310 30.95 0.0266667 0.013833 0.0372631 0.0156132 -0.00094478 -0.00353526 -0.00293742
311 31.05 0.04 0.0318021 0.0423028 0.023576 -0.0183812 -0.00427442 -0.00330799
312 31.15 0.00666667 0.00392688 0.00202961 0.00293382 -0.004093 -0.00238116 -0.00307868
313 31.25 0.0266667 0.0230625 0.00308042 0.0235602 -0.000727126 -0.00295917 -0.00335936
314 31.35 0.0266667 0.0097664 0.0362037 0.0135989 -0.00584906 -0.0061744 -0.004829
315 31.45 0.04 0.0580037 0.0102002 0.00706131 -0.0166507 -0.0103045 -0.0045188
316 31.55 0.0266667 0.0300525 0.0211459 0.0156132 -0.00610615 -0.00674402 -0.00432239
317 31.65 0.0266667 0.00368826 0.0201197 0.0172219 -0.00608812 -0.00569148 -0.00426497
318 31.75 0.0133333 0.000850897 0.028389 0.00091842 -0.00639871 -0.00595337 -0.00557662
319 31.85 0.02 0.00565613 0.0125395 0.0111948 -0.00511695 -0.00563829 -0.00585747
320 31.95 0.00666667 0.00837148 0.000413486 0.000494018 -0.00228864 -0.00474489 -0.00520456
321 32.05 0.02 0.0493494 0.00321425 0.00661498 -0.00277215 -0.00251396 -0.00451734
322 32.15 0.00666667 0.000372387 0.0024951 0.0017678 -0.00238078 -0.00194203 -0.00425643
323 32.25 0.04 0.0534715 0.0197287 0.0145256 -0.0024448 -0.00238805 -0.00439296
324 32.35 0.00666667 0.00676274 0.00601487 0.000275184 -0.0024228 -0.00186975 -0.00446992
325 32.45 0 0 0 0 -0.00237871 -0.00185767 -0.00445178
326 32.55 0.0266667 0.0250713 0.0112438 0.0312451 -0.0023947 -0.00193301 -0.00443193
327 32.65 0.0133333 0.011144 0.00693436 0.00143016 -0.0022348 -0.00131037 -0.00361939
328 32.75 0.0533333 0.0456888 0.0567133 0.0195819 -0.00165901 -0.00107254 -0.00210977
329 32.85 0.02 0.00606627 0.0357461 0.0177035 -0.00125562 -0.00137724 -0.00235465
330 32.95 0.0133333 0.0164409 0.00804512 0.00285713 -0.00126844 -0.00165097 -0.00240139
331 33.05 0.0133333 0.000114465 0.00273977 0.00508343 -0.0010271 -0.00193912 -0.00241786
332 33.15 0.00666667 1.33736e-05 0.00299562 0.000908134 -0.000810308 -0.00150489 -0.00231955
333 33.25 0.02 0.022993 0.00999232 0.0268443 -0.000720278 -0.00148746 -0.00246023
334 33.35 0.00666667 4.45078e-05 0.00663078 0.00157693 -0.00202355 -0.00157421 -0.00337478
335 33.45 0 0 0 0 -0.00202098 -0.00157046 -0.003371
336 33.55 0.02 0.017129 0.0157295 0.0100233 -0.00256528 -0.0012038 -0.00307442
337 33.65 0.00666667 0.000219315 0.0017214 0.000102828 -0.00346543 -0.00147367 -0.00308931
338 33.75 0.0133333 0.0194285 0.0012287 0.00276403 -0.00369606 -0.00173077 -0.00314729
339 33.85 0.0133333 0.00322756 0.000759814 0.0150841 -0.00396559 -0.00279072 -0.00306833
340 33.95 0.00666667 0.00164212 0.00487535 0.00959024 -0.00399829 -0.00298594 -0.00313332
341 34.05 0.0133333 0.00322795 0.00736206 0.0086374 -0.00347811 -0.00268803 -0.00284578
342 34.15 0.0266667 0.00564262 0.00990538 0.00916569 -0.00842307 -0.00300387 -0.00218465
343 34.25 0.0133333 0.00764999 0.00765974 0.00612789 -0.0070086 -0.00142717 -0.00208363
344 34.35 0.02 0.00861099 0.003451 0.0049784 -0.0210785 -0.00352438 -0.00199258
345 34.45 0.00666667 0.00361695 0.00980832 0.00628458 -0.000674867 -0.00151173 -0.00177595
346 34.55 0.00666667 4.70657e-05 0.00663288 0.00153749 -0.000695319 -0.00157132 -0.00177877
347 34.65 0.0266667 0.0115042 0.0385282 0.0154351 -0.000565513 -0.00137234 -0.00161675
348 34.75 0.0466667 0.0183297 0.0324227 0.0808967 0.00464893 0.000169942 -0.000706272
349 34.85 0.00666667 0.00166674 0.00345835 0.00234068 0.00999051 0.00342662 0.000226648
350 34.95 0.02 0.0230827 0.00903672 0.00695248 0.00980319 0.00332513 -0.00112115
351 35.05 0.0533333 0.0270657 0.0399768 0.00584681 0.00649155 0.00158578 -0.00132849
352 35.15 0.00666667 0.000735416 0.000236726 0.0224164 -0.000675174 -0.00301364 0.000513054
353 35.25 0 0 0 0 -0.00065503 -0.00300903 0.000555859
354 35.35 0.0266667 0.0187575 0.00435268 0.0376185 -0.000992877 -0.00318304 0.000274942
355 35.45 0.0333333 0.0130398 0.0213761 0.0512443 0.00249463 0.000589298 0.00134966
356 35.55 0.04 0.0104252 0.0156116 0.0213766 0.00304908 0.00107905 0.0024481
357 35.65 0.00666667 0.00847113 0.00281859 0.010636 0.0052133 0.00146959 0.00357244
358 35.75 0.0133333 0.00147221 0.0153408 0.00353599 0.0037859 0.00102367 0.00170278
359 35.85 0 0 0 0 0.00128585 0.000129381 -0.0016041
360 35.95 0.04 0.0113962 0.0368429 0.000113133 0.00233507 -0.00134123 -0.00155218
9000 360
1 0.05 0.01875 0.00996439 0.00925553 0.00532014 0.00194039 -0.00280535 -0.00203916
2 0.15 0.01875 0.00986261 0.00842197 0.0048536 0.00115109 -0.00395663 -0.00259681
3 0.25 0.025 0.00129767 0.0100477 0.00344159 -0.00143987 -0.00553023 -0.00361393
4 0.35 0.01875 0.00967041 0.0021023 0.000278628 -0.00105892 -0.00479771 -0.00253561
5 0.45 0.01875 0.00642136 0.00291114 0.0452009 -0.00106511 -0.0046251 -0.00252294
6 0.55 0.00625 0.0158221 0.00056381 0.0593794 -0.00102655 -0.00475247 -0.00256112
7 0.65 0.025 0.00885474 0.023733 0.0154526 -0.00168987 -0.0060101 -0.00284646
8 0.75 0.03125 0.0129884 0.0221627 0.014945 -0.00149519 -0.00678639 -0.00342454
9 0.85 0 0 0 0 -0.00160501 -0.00718281 -0.00404587
10 0.95 0.01875 0.0125495 0.00945326 0.0038248 -0.00368571 -0.00488922 -0.00329944
11 1.05 0.00625 0.000481737 0.00056187 1.00689e-06 -0.00400733 -0.00248985 -0.00253645
12 1.15 0 0 0 0 -0.000492055 -0.0019727 -0.00239533
13 1.25 0.01875 0.00848038 0.00719224 0.00596201 -0.000481621 -0.00195615 -0.00236531
14 1.35 0.0125 0.000138765 0.00516122 0.0144283 -0.000459933 -0.00191145 -0.00228592
15 1.45 0.0125 0.000494356 0.00887351 0.00322441 -0.000401331 -0.00190168 -0.00225665
16 1.55 0.0125 0.0118037 0.00650657 0.00524731 -0.000487708 -0.00241694 -0.00209192
17 1.65 0.0125 0.00145508 0.00932488 2.04804e-05 -0.00051024 -0.000816585 -0.00123645
18 1.75 0.0125 0.0123107 0.00245526 0.00119465 -0.00143282 -0.000412841 -0.00179489
19 1.85 0 0 0 0 -0.00144758 -0.000418355 -0.00190484
20 1.95 0.00625 6.54784e-05 0.00429724 0.000209084 -0.00144284 -0.00039748 -0.00188941
21 2.05 0.00625 2.45851e-05 0.00443085 0.0001377 -0.00140599 -0.000246321 -0.0018543
22 2.15 0 0 0 0 -0.00140568 -0.00024504 -0.00185406
23 2.25 0.0125 0.0125212 0.00298897 0.030117 -0.00139922 -0.000243713 -0.00185343
24 2.35 0.00625 0.00238536 0.0110922 0.00518613 -0.00139163 -0.000245199 -0.00185196
25 2.45 0.025 0.0053867 0.0145305 0.0180382 -0.000795937 -0.00025367 -0.00155829
26 2.55 0 0 0 0 -0.000492932 -0.000443138 -0.00147569
27 2.65 0.0125 6.36587e-06 0.00455568 0.00958072 -0.000522181 -0.000442881 -0.00147408
28 2.75 0.0125 0.00994078 0.00393283 0.0208383 -0.000612969 -0.000443826 -0.00147037
29 2.85 0.03125 0.0101007 0.018829 0.0262686 -0.00195621 -0.000485397 -0.000610128
30 2.95 0.00625 9.08902e-05 0.00277143 0.0153034 -0.00032349 -0.000486481 -0.00012685
31 3.05 0.0125 0.00324377 0.00468657 0.00474678 -0.0013503 -0.000347829 -0.000536638
32 3.15 0 0 0 0 -0.0019435 -0.0002271 -0.000788767
33 3.25 0 0 0 0 -0.0019435 -0.0002271 -0.000788767
34 3.35 0.00625 0.00147765 0.000385234 0.0159345 -0.00193305 -0.000223694 -0.000801826
35 3.45 0.00625 0.00128842 0.000688643 0.00244028 -0.000605817 0.000323783 0.00358331
36 3.55 0.00625 0.00495919 0.00505517 0.00431674 0.0035248 0.0020292 0.0172998
37 3.65 0 0 0 0 0.0035241 0.00202962 0.0172994
38 3.75 0.0125 0.0111904 0.00326046 0.00844443 0.00485715 0.00210538 0.0178273
39 3.85 0 0 0 0 0.00533208 0.00213262 0.018016
40 3.95 0 0 0 0 0.00533208 0.00213262 0.018016
41 4.05 0 0 0 0 0.00533208 0.00213262 0.018016
