# Time-averaged data for fix fS
# TimeStep Number-of-rows
# Row c_pSR[1] c_pSR[2] c_pSR[3] c_pSR[4] c_pSR[5] c_pSR[6] c_pSR[7] c_pSR[8]
0 360
20 1.95 0.0109589 0.0150141 0.00686476 0.00474601 -0.00213608 -0.00198431 2.04936e-06
21 2.05 0.0191781 0.0207859 0.0129732 0.0129701 -0.00162613 -0.000958323 -8.49592e-05
22 2.15 0.0150685 0.0161766 0.00197357 0.0113105 -0.00146326 -0.000220995 0.000607999
23 2.25 0.0246575 0.0103643 0.0282539 0.0210605 -0.000897363 0.000170065 0.00130443
24 2.35 0.00958904 0.00148016 0.00693395 0.00630391 -0.00135477 -5.36503e-05 0.000889871
25 2.45 0.0205479 0.0150324 0.013938 0.00645662 -0.0027603 -0.00139008 0.000643319
26 2.55 0.0136986 0.00529384 0.00417158 0.00578033 -0.00277192 -0.000376153 0.000704715
27 2.65 0.0109589 0.00762527 0.0216663 0.0121474 -0.00262177 0.00356065 -0.00078275
28 2.75 0.00958904 0.00411195 0.00848691 0.00561478 -0.00246404 0.00331954 -0.000780547
29 2.85 0.0123288 0.00986765 0.0107215 0.015897 -0.00127095 -0.000404791 -0.00130113
30 2.95 0.00821918 0.00335517 0.0104347 0.00780009 -0.00131337 -0.000977857 -0.00244135
31 3.05 0.0123288 0.0204705 0.0110191 0.0147422 -0.00170392 -0.00132701 -0.00291583
32 3.15 0.0191781 0.0100211 0.0102422 0.0150731 0.0131839 0.000856842 -0.00303267
33 3.25 0.0219178 0.029091 0.0179562 0.0089276 -0.000152741 -0.00364667 -0.00300782
34 3.35 0.0136986 0.00449559 0.00695374 0.00931245 -0.000863929 -0.00284496 -0.00211864
35 3.45 0.0109589 0.0133337 0.0069677 0.00922983 -0.0031586 -0.00260603 -0.00103364
36 3.55 0.0191781 0.0165004 0.0128506 0.0122165 -0.00177366 -0.00262989 -0.000997986
37 3.65 0.0150685 0.00641538 0.0120735 0.0109961 -0.00253922 -0.0025781 -0.000907857
38 3.75 0.0205479 0.0171711 0.00786051 0.00630357 -0.00347584 -0.00335591 -0.000855117
39 3.85 0.0178082 0.0113852 0.0162129 0.0165047 -0.00360606 -0.00545042 -0.000633286
40 3.95 0.0191781 0.0163858 0.0120825 0.0197233 -0.00380484 -0.00475508 -0.000361771
41 4.05 0.0150685 0.0141632 0.0164434 0.0184208 -0.00311132 -0.00361631 -4.12846e-05
42 4.15 0.0136986 0.00341687 0.0121703 0.00549122 0.00207838 -0.00228003 0.000561646
43 4.25 0.0191781 0.0218705 0.0176115 0.0268873 0.00436598 0.00208398 0.000954552
44 4.35 0.0164384 0.0142311 0.0132007 0.0183201 -0.00106128 -0.00156547 -0.000634831
45 4.45 0.0123288 0.00549466 0.00739419 0.00460187 -0.00171247 -0.00249804 -0.00133118
46 4.55 0.0164384 0.00612058 0.00829079 0.0106675 -0.00162832 -0.00247791 -0.00143771
47 4.65 0.0123288 0.0160956 0.00557436 0.00566321 -0.00102228 -0.0011888 -0.0016194
48 4.75 0.0136986 0.00787529 0.0124194 0.0207162 -0.000617971 -0.000886166 -0.000968709
49 4.85 0.0164384 0.00971591 0.0132379 0.00873961 0.00129766 -6.76642e-05 0.00337832
50 4.95 0.0178082 0.011083 0.0119567 0.0130774 0.00128661 0.000110365 0.00453456
51 5.05 0.0123288 0.00712448 0.00423299 0.00614635 0.000178511 -0.00183991 0.00430932
52 5.15 0.0164384 0.010041 0.00737391 0.0221955 -0.00184031 -0.000666812 0.00420418
53 5.25 0.0150685 0.00878911 0.0164718 0.00742945 -0.00020385 -0.00141435 0.00434812
54 5.35 0.0191781 0.0124484 0.0149934 0.0243113 -0.00194388 8.47509e-05 0.0045216
55 5.45 0.0123288 0.0120379 0.0130119 0.00388742 -0.000400905 -0.00121111 0.00393291
56 5.55 0.0205479 0.0270635 0.0161944 0.0155895 0.00131912 0.00568929 0.00350416
57 5.65 0.0164384 0.0207806 0.0101077 0.00948468 -0.00445928 -0.00362339 -0.00218108
58 5.75 0.0109589 0.0137695 0.0153286 0.00368597 -0.000929444 -0.00220032 -0.000586483
59 5.85 0.0219178 0.0249919 0.00873376 0.0206437 0.000296428 -0.0026438 -0.00064006
60 5.95 0.0178082 0.00936811 0.013047 0.0128838 -0.00405377 -0.00397968 -0.00114851
61 6.05 0.00547945 0.00293762 0.00808015 0.00866582 -0.00132883 -0.00370659 -0.00166508
62 6.15 0.0150685 0.0065073 0.0163827 0.00533432 -0.00117637 -0.00423085 -0.00208611
63 6.25 0.0136986 0.00480478 0.00489115 0.00486798 -0.00101457 -0.00383339 -0.00247201
64 6.35 0.0164384 0.00957325 0.017632 0.0079137 -0.00477355 -0.00316236 -0.00166181
65 6.45 0.0178082 0.01398 0.0113863 0.0142725 -0.00527219 -0.00324023 -0.0014468
66 6.55 0.0191781 0.0137264 0.0086311 0.00995046 -0.00565115 -0.0034566 -0.00307734
67 6.65 0.0273973 0.0195566 0.0254569 0.0320122 -0.00438409 -0.00594548 -0.0027994
68 6.75 0.0205479 0.0122131 0.0136311 0.031879 -0.00372641 -0.00454022 -0.00247107
69 6.85 0.0109589 0.0126385 0.0116765 0.00842665 -0.0030251 -0.0042063 -0.00224038
70 6.95 0.0150685 0.0145815 0.0123623 0.0315252 -0.00268645 -0.00367175 -0.00122257
71 7.05 0.0219178 0.0211232 0.0161761 0.0103349 -0.000861355 -0.00252175 0.00072334
72 7.15 0.0328767 0.0183317 0.0293406 0.0345128 -0.00424773 -0.0048103 0.000385978
73 7.25 0.0178082 0.00762872 0.0129137 0.0045122 -0.000745474 -0.00765668 -0.00384948
74 7.35 0.0164384 0.0190737 0.0136227 0.019756 0.000880395 -0.00622755 -0.00550601
75 7.45 0.0260274 0.0314362 0.0214638 0.0197247 -0.00284671 -0.00850832 -0.00652726
76 7.55 0.0205479 0.00812871 0.0180394 0.0096064 -0.00431555 -0.00928542 -0.00901172
77 7.65 0.0219178 0.0126428 0.014045 0.0113227 -0.00877039 -0.00926567 -0.00636616
78 7.75 0.0424658 0.0571007 0.0291805 0.0309899 -0.00597781 -0.011251 -0.00707849
79 7.85 0.0315068 0.0234086 0.0169676 0.0388662 -0.00789838 -0.0127416 -0.0116534
80 7.95 0.0219178 0.0268053 0.0173467 0.0294494 -0.0115792 -0.0127835 -0.0154411
81 8.05 0.0465753 0.0448843 0.0405458 0.0352311 -0.00732498 0.00908729 -0.0206078
82 8.15 0.0383562 0.0401134 0.0293468 0.0458752 -0.0194769 -0.0166137 -0.029154
83 8.25 0.0465753 0.0513591 0.0418156 0.045958 -0.0215722 -0.0174178 -0.0351135
84 8.35 0.0561644 0.0530288 0.0548097 0.0612881 -0.0301233 -0.0277104 -0.0449785
85 8.45 0.0712329 0.051769 0.0502024 0.049644 -0.0130193 -0.0346968 -0.0491532
86 8.55 0.0849315 0.0696569 0.0628927 0.0819588 -0.0491082 -0.0531453 -0.0651387
87 8.65 0.105479 0.115718 0.122315 0.0901782 -0.0633302 -0.0956324 -0.0812395
88 8.75 0.149315 0.110338 0.117598 0.105859 -0.106456 -0.0911409 -0.0896049
89 8.85 0.109589 0.105562 0.114326 0.108801 -0.138526 -0.127299 -0.114184
90 8.95 0.154795 0.12762 0.161922 0.131973 -0.141259 -0.150513 -0.13023
91 9.05 0.172603 0.150391 0.144594 0.125407 -0.199064 -0.185994 -0.153306
92 9.15 0.235616 0.20133 0.171924 0.190481 -0.253088 -0.176416 -0.170957
93 9.25 0.238356 0.204792 0.214295 0.177397 -0.279847 -0.287226 -0.198263
94 9.35 0.265753 0.23407 0.206858 0.18594 -0.277279 -0.309107 -0.228754
95 9.45 0.308219 0.247996 0.234711 0.220843 -0.375367 -0.297153 -0.253359
96 9.55 0.343836 0.27696 0.267772 0.269801 -0.455498 -0.294435 -0.286372
97 9.65 0.391781 0.323524 0.313883 0.347941 -0.582833 -0.532451 -0.316127
98 9.75 0.376712 0.314936 0.329033 0.321367 -0.509093 -0.479186 -0.311835
99 9.85 0.387671 0.325502 0.289228 0.343306 -0.521928 -0.526666 -0.322699
100 9.95 0.450685 0.463378 0.369354 0.38767 -0.586859 -0.603473 -0.309088
101 10.05 0.536986 0.470776 0.410025 0.446078 -0.561094 -0.549243 -0.296157
102 10.15 0.554795 0.515734 0.455508 0.465762 -0.630906 -0.627129 -0.307417
103 10.25 0.571233 0.519823 0.504496 0.474301 -0.589741 -0.763065 -0.312659
104 10.35 0.553425 0.467728 0.452381 0.448211 -0.431911 -0.634897 -0.318309
105 10.45 0.643836 0.564819 0.58326 0.499504 -0.652731 -0.495665 -0.366032
106 10.55 0.634247 0.569113 0.552322 0.530042 -0.632822 -0.72261 -0.395409
107 10.65 0.582192 0.497461 0.510052 0.548272 -0.788506 -0.691103 -0.40245
108 10.75 0.676712 0.560808 0.650238 0.602217 -0.648281 -0.692258 -0.415906
109 10.85 0.671233 0.552386 0.56568 0.515815 -0.401856 -0.576228 -0.405546
110 10.95 0.673973 0.562388 0.574705 0.566648 -0.620455 -0.634372 -0.437458
111 11.05 0.682192 0.586487 0.614301 0.558078 -0.937471 -0.50623 -0.435834
112 11.15 0.682192 0.53945 0.574645 0.545844 -0.587357 -0.524015 -0.480722
113 11.25 0.690411 0.593228 0.574347 0.598853 -0.470822 -0.662099 -0.488954
114 11.35 0.715068 0.589334 0.590497 0.610598 -0.531573 -0.724646 -0.471238
115 11.45 0.726027 0.587245 0.595693 0.651305 -0.618888 -0.466646 -0.486947
116 11.55 0.752055 0.636294 0.578433 0.608487 -0.623973 -0.709607 -0.487956
117 11.65 0.673973 0.52242 0.543882 0.574918 -0.522205 -0.496107 -0.456639
118 11.75 0.730137 0.711864 0.637924 0.648734 -0.652746 -0.702134 -0.449014
119 11.85 0.763014 0.623918 0.74631 0.622864 -0.759741 -0.483464 -0.440401
120 11.95 0.723288 0.542402 0.645273 0.601189 -0.725059 -0.615122 -0.444645
121 12.05 0.730137 0.594138 0.6098 0.672042 -0.449919 -0.49341 -0.393711
122 12.15 0.694521 0.569046 0.616588 0.554247 -0.261901 -0.360585 -0.341948
123 12.25 0.776712 0.655299 0.694421 0.743615 -0.301013 -0.431056 -0.370738
124 12.35 0.752055 0.621862 0.616498 0.613914 -0.773572 -0.552944 -0.383557
125 12.45 0.771233 0.608132 0.651329 0.616865 -0.810104 -0.738478 -0.363669
126 12.55 0.756164 0.576931 0.642364 0.594361 -0.455635 -0.473913 -0.3202
127 12.65 0.723288 0.688919 0.646395 0.621428 -0.256836 -0.543865 -0.355097
128 12.75 0.747945 0.606463 0.579302 0.56747 -0.808358 -0.639672 -0.380481
129 12.85 0.743836 0.678843 0.643473 0.680374 -0.395117 -0.243095 -0.343129
130 12.95 0.771233 0.651323 0.64536 0.610362 -0.518309 -0.354263 -0.379863
131 13.05 0.719178 0.662456 0.614211 0.578425 -0.661208 -0.345018 -0.409374
132 13.15 0.763014 0.630446 0.656424 0.674992 -0.499079 -0.404162 -0.452044
133 13.25 0.763014 0.612341 0.607275 0.698383 -0.77645 -0.163052 -0.426219
134 13.35 0.786301 0.751835 0.691406 0.640929 -0.630654 -0.467463 -0.441408
135 13.45 0.738356 0.646898 0.570557 0.697098 -0.565667 -0.541759 -0.482695
136 13.55 0.732877 0.565735 0.623015 0.595464 -0.463966 -0.695989 -0.514797
137 13.65 0.761644 0.561008 0.609421 0.705059 -0.647481 -0.66611 -0.555736
138 13.75 0.720548 0.61688 0.600777 0.609141 -0.723079 -0.516334 -0.573897
139 13.85 0.80411 0.672934 0.702663 0.661831 -0.594116 -0.686221 -0.620523
140 13.95 0.743836 0.575429 0.645336 0.646044 -0.570309 -0.60542 -0.614646
141 14.05 0.765753 0.637729 0.652899 0.621082 -0.608252 -0.691125 -0.614229
142 14.15 0.712329 0.556128 0.606849 0.631062 -0.556884 -0.731519 -0.598982
143 14.25 0.747945 0.62823 0.576885 0.662971 -0.424097 -0.691262 -0.576492
144 14.35 0.734247 0.59474 0.644295 0.667397 -0.274912 -0.713347 -0.556437
145 14.45 0.749315 0.650922 0.659622 0.599822 -0.482707 -0.73981 -0.52758
146 14.55 0.69863 0.490236 0.590067 0.604601 -0.625499 -0.680444 -0.551025
147 14.65 0.838356 0.749863 0.673693 0.712188 -0.837192 -0.697058 -0.593424
148 14.75 0.730137 0.655085 0.609751 0.595654 -0.87003 -0.849515 -0.578067
149 14.85 0.713699 0.542004 0.639845 0.656234 -0.706976 -0.595505 -0.535948
150 14.95 0.805479 0.621287 0.71671 0.622647 -0.573296 -0.364672 -0.51648
151 15.05 0.742466 0.584047 0.681993 0.554933 -0.531946 -0.513108 -0.523938
152 15.15 0.756164 0.670507 0.693315 0.622461 -0.619218 -0.376939 -0.41264
153 15.25 0.8 0.64401 0.689692 0.57499 -0.517562 -0.564965 -0.364436
154 15.35 0.693151 0.585985 0.698922 0.631727 -0.398937 -0.63662 -0.363768
155 15.45 0.720548 0.600438 0.626449 0.680622 -0.532832 -0.69257 -0.371718
156 15.55 0.769863 0.713791 0.662272 0.674135 -0.201389 -0.429967 -0.348956
157 15.65 0.730137 0.690519 0.62776 0.638961 -0.207549 -0.157897 -0.331602
158 15.75 0.794521 0.664739 0.646708 0.598068 -0.261635 -0.494498 -0.297226
159 15.85 0.778082 0.597953 0.696624 0.684979 -0.45276 -0.818753 -0.321571
160 15.95 0.726027 0.589251 0.659193 0.607799 -0.401057 -0.783 -0.379303
161 16.05 0.768493 0.625085 0.699423 0.626111 -0.679484 -0.518101 -0.365625
162 16.15 0.752055 0.646207 0.663447 0.633207 -0.407723 -0.326486 -0.337929
163 16.25 0.747945 0.612892 0.672138 0.627502 -0.543125 -0.357375 -0.329187
164 16.35 0.743836 0.568533 0.635225 0.638962 -0.37984 -0.44757 -0.324218
165 16.45 0.708219 0.555792 0.590082 0.579849 -0.620807 -0.616165 -0.333196
166 16.55 0.828767 0.689546 0.728834 0.727609 -0.530085 -0.505115 -0.355958
167 16.65 0.764384 0.675338 0.658492 0.650773 -0.52325 -0.475782 -0.410887
168 16.75 0.739726 0.630196 0.651837 0.638035 -0.592528 -0.416959 -0.470663
169 16.85 0.757534 0.676966 0.592434 0.650679 -0.454553 -0.213961 -0.487
170 16.95 0.730137 0.568648 0.540679 0.620433 -0.46779 -0.586196 -0.513792
171 17.05 0.738356 0.654378 0.651799 0.615358 -0.521586 -0.490308 -0.510235
172 17.15 0.771233 0.646898 0.60912 0.705678 -0.539283 -0.293032 -0.463847
173 17.25 0.723288 0.622235 0.62027 0.609795 -0.465061 -0.583737 -0.422333
174 17.35 0.817808 0.675069 0.655282 0.612776 -0.23689 -0.488644 -0.42823
175 17.45 0.775342 0.683432 0.615382 0.592938 -0.578902 -0.602203 -0.441742
176 17.55 0.70137 0.558435 0.615254 0.587104 -0.432608 -0.483375 -0.479575
177 17.65 0.763014 0.652173 0.625354 0.592407 -0.603693 -0.63511 -0.484677
178 17.75 0.757534 0.587776 0.690347 0.691573 -0.445724 -0.322765 -0.459092
179 17.85 0.735616 0.641838 0.65481 0.569607 -0.480981 -0.442181 -0.432483
180 17.95 0.775342 0.634475 0.68256 0.670648 -0.645248 -0.360936 -0.483046
181 18.05 0.752055 0.645817 0.625149 0.633214 -0.572759 -0.469567 -0.507091
182 18.15 0.765753 0.72373 0.681637 0.684651 -0.535139 -0.474028 -0.496249
183 18.25 0.715068 0.579925 0.612976 0.634187 -0.517153 -0.556025 -0.464103
184 18.35 0.779452 0.669777 0.633241 0.66927 -0.335434 -0.531508 -0.429935
185 18.45 0.752055 0.675185 0.647851 0.550329 -0.467278 -0.279549 -0.384488
186 18.55 0.727397 0.619032 0.625604 0.658678 -0.508367 -0.159475 -0.379394
187 18.65 0.790411 0.634896 0.665073 0.714983 -0.595432 -0.672549 -0.436524
188 18.75 0.724658 0.64051 0.640465 0.559504 -0.695064 -0.669926 -0.450186
189 18.85 0.786301 0.690225 0.721174 0.675456 -0.441067 -0.579813 -0.506915
190 18.95 0.738356 0.603586 0.616525 0.605557 -0.37334 -0.625295 -0.526283
191 19.05 0.784932 0.687181 0.67116 0.624313 -0.569067 -0.459089 -0.555541
192 19.15 0.771233 0.635929 0.627029 0.67232 -0.422021 -0.434641 -0.555075
193 19.25 0.719178 0.612675 0.601267 0.622377 -0.455883 -0.486034 -0.58339
194 19.35 0.723288 0.644865 0.645147 0.584249 -0.379082 -0.498578 -0.560124
195 19.45 0.754795 0.63374 0.650157 0.627983 -0.310851 -0.351791 -0.55344
196 19.55 0.763014 0.698182 0.721493 0.662431 -0.395453 -0.391365 -0.565916
197 19.65 0.805479 0.709124 0.773333 0.655806 -0.345798 -0.0237478 -0.528495
198 19.75 0.739726 0.653206 0.611141 0.657836 -0.423489 -0.415069 -0.494448
199 19.85 0.763014 0.685181 0.695677 0.627448 -0.43659 -0.415767 -0.470709
200 19.95 0.784932 0.677351 0.684748 0.769281 -0.61914 -0.43961 -0.472691
201 20.05 0.783562 0.653284 0.562014 0.662941 -0.622893 -0.492475 -0.507799
202 20.15 0.749315 0.66436 0.651382 0.645051 -0.379356 -0.585005 -0.566243
203 20.25 0.734247 0.660078 0.621257 0.692711 -0.317685 -0.382843 -0.472861
204 20.35 0.709589 0.562016 0.637098 0.571429 -0.243724 -0.364951 -0.442157
205 20.45 0.769863 0.60173 0.662145 0.719091 -0.495328 -0.581327 -0.447318
206 20.55 0.806849 0.615697 0.68378 0.723448 -0.248812 -0.34088 -0.496235
207 20.65 0.775342 0.6334 0.650992 0.674657 -0.43087 -0.293541 -0.545041
208 20.75 0.746575 0.665341 0.688689 0.57186 -0.440429 -0.457861 -0.57034
209 20.85 0.767123 0.67209 0.665503 0.713848 -0.475627 -0.410394 -0.538749
210 20.95 0.736986 0.567892 0.629606 0.640419 -0.525242 -0.372592 -0.54378
211 21.05 0.778082 0.653935 0.628388 0.636486 -0.604225 -0.109018 -0.526148
212 21.15 0.760274 0.602703 0.541106 0.694029 -0.49274 -0.395065 -0.498299
213 21.25 0.730137 0.641402 0.600563 0.630282 -0.655944 -0.590242 -0.517453
214 21.35 0.768493 0.578733 0.661243 0.72639 -0.617709 -0.615277 -0.515328
215 21.45 0.69726 0.603679 0.546019 0.599597 -0.591486 -0.436845 -0.512952
216 21.55 0.769863 0.649929 0.686642 0.569622 -0.12219 -0.544213 -0.507417
217 21.65 0.780822 0.635352 0.627994 0.651091 -0.622929 -0.380759 -0.492459
218 21.75 0.767123 0.679942 0.595384 0.677154 -0.296388 -0.25031 -0.457536
219 21.85 0.80137 0.686426 0.659461 0.704468 -0.619194 -0.194414 -0.419585
220 21.95 0.758904 0.633856 0.671139 0.674936 -0.590786 -0.493148 -0.438527
221 22.05 0.715068 0.613192 0.596842 0.622058 -0.699512 -0.565571 -0.426601
222 22.15 0.764384 0.634387 0.627904 0.69456 -0.496951 -0.277038 -0.453535
223 22.25 0.726027 0.624788 0.59509 0.634267 0.0650225 -0.366065 -0.382106
224 22.35 0.731507 0.667932 0.623252 0.616266 -0.0877996 -0.622641 -0.384726
225 22.45 0.70411 0.634912 0.555748 0.619978 -0.439491 -0.479446 -0.405095
226 22.55 0.776712 0.601607 0.618063 0.563188 -0.430247 -0.499187 -0.485751
227 22.65 0.832877 0.675215 0.779581 0.740219 -0.363411 -0.509356 -0.462519
228 22.75 0.746575 0.622141 0.576831 0.614199 -0.218538 -0.469842 -0.44468
229 22.85 0.684932 0.597414 0.622143 0.550994 -0.246509 -0.476785 -0.450197
230 22.95 0.767123 0.679822 0.650041 0.629369 -0.286565 -0.319208 -0.418279
231 23.05 0.747945 0.612097 0.635908 0.663831 -0.371123 -0.198173 -0.437053
232 23.15 0.736986 0.696322 0.619174 0.674837 -0.201919 -0.416653 -0.470418
233 23.25 0.771233 0.625663 0.65391 0.588618 -0.456376 -0.683735 -0.529259
234 23.35 0.678082 0.554626 0.617309 0.589766 -0.66946 -0.660567 -0.565412
235 23.45 0.828767 0.749673 0.708206 0.792971 -0.499794 -0.620112 -0.520121
236 23.55 0.764384 0.663196 0.70282 0.715655 -0.409681 -0.486843 -0.490744
237 23.65 0.713699 0.629944 0.671234 0.54535 -0.33724 -0.543477 -0.524222
238 23.75 0.724658 0.646448 0.632792 0.619527 -0.181929 -0.372285 -0.53833
239 23.85 0.752055 0.642748 0.623755 0.711686 -0.569259 -0.380184 -0.536857
240 23.95 0.732877 0.679019 0.770362 0.673547 -0.621922 -0.652097 -0.505868
241 24.05 0.70411 0.562584 0.629051 0.557114 -0.351999 -0.618332 -0.495347
242 24.15 0.708219 0.612379 0.615428 0.592146 -0.552252 -0.777598 -0.533737
243 24.25 0.757534 0.663609 0.592062 0.608324 -0.248827 -0.360358 -0.499842
244 24.35 0.717808 0.601415 0.613377 0.58653 -0.667493 -0.445081 -0.50956
245 24.45 0.69589 0.554735 0.609136 0.628768 -0.687189 -0.491728 -0.533671
246 24.55 0.726027 0.596933 0.607893 0.657158 -0.862891 -0.808225 -0.567553
247 24.65 0.668493 0.640522 0.528945 0.532622 -0.775232 -0.874643 -0.557866
248 24.75 0.764384 0.679551 0.647469 0.657138 -0.546106 -0.868166 -0.561331
249 24.85 0.672603 0.53763 0.590585 0.619077 -0.576039 -0.799765 -0.551932
250 24.95 0.642466 0.529799 0.493676 0.604452 -0.858006 -0.744323 -0.535004
251 25.05 0.676712 0.617293 0.560478 0.546084 -0.80652 -0.69878 -0.56533
252 25.15 0.658904 0.538092 0.584431 0.615338 -0.824922 -0.81861 -0.607923
253 25.25 0.630137 0.585919 0.56744 0.535505 -0.960117 -0.798342 -0.615018
254 25.35 0.636986 0.528445 0.554287 0.576389 -0.942132 -0.871395 -0.624582
255 25.45 0.573973 0.478863 0.447957 0.452899 -0.469699 -0.54192 -0.599637
256 25.55 0.541096 0.445493 0.438394 0.445397 -0.62299 -0.578641 -0.5531
257 25.65 0.561644 0.488193 0.466572 0.51927 -0.736069 -0.688757 -0.514618
258 25.75 0.520548 0.466517 0.484188 0.459588 -0.507939 -0.530807 -0.476659
259 25.85 0.512329 0.47398 0.444067 0.431677 -0.576499 -0.547803 -0.432584
260 25.95 0.469863 0.406506 0.382225 0.453219 -0.628774 -0.602439 -0.427986
261 26.05 0.445205 0.360332 0.334202 0.384163 -0.553898 -0.44562 -0.384032
262 26.15 0.413699 0.341382 0.362795 0.38914 -0.530486 -0.365243 -0.3325
263 26.25 0.378082 0.353833 0.328635 0.24439 -0.524856 -0.484598 -0.281931
264 26.35 0.338356 0.323212 0.27456 0.294865 -0.385215 -0.41801 -0.234937
265 26.45 0.294521 0.198913 0.27237 0.254319 -0.296959 -0.292873 -0.228798
266 26.55 0.278082 0.275771 0.24614 0.228608 -0.291386 -0.193625 -0.190258
267 26.65 0.245205 0.190677 0.179659 0.171967 -0.261453 -0.221139 -0.168262
268 26.75 0.212329 0.169526 0.196944 0.207984 -0.233449 -0.226935 -0.150215
269 26.85 0.189041 0.158227 0.166816 0.164868 -0.12799 -0.192904 -0.126407
270 26.95 0.154795 0.124481 0.102345 0.113854 -0.147833 -0.132701 -0.107332
271 27.05 0.135616 0.141679 0.117693 0.0925703 -0.132034 -0.146807 -0.0895217
272 27.15 0.145205 0.107754 0.11684 0.127209 -0.0643147 -0.109673 -0.0838395
273 27.25 0.109589 0.0874013 0.100024 0.0902567 -0.0717397 -0.0564465 -0.069007
274 27.35 0.0821918 0.0560482 0.0759869 0.0797493 -0.0607213 -0.0691588 -0.0584282
275 27.45 0.0794521 0.0673178 0.0843204 0.0620838 -0.0552243 -0.040812 -0.0515079
276 27.55 0.0657534 0.0592954 0.0689958 0.0518415 -0.0106002 -0.0169239 -0.040337
277 27.65 0.0506849 0.029404 0.0289096 0.0472377 0.00553979 -0.0124988 -0.0385636
278 27.75 0.0465753 0.0482706 0.032841 0.049855 -0.0260239 -0.024835 -0.0341716
279 27.85 0.0438356 0.0383582 0.0344405 0.0213923 -0.0193481 -0.0178835 -0.0276076
280 27.95 0.0342466 0.0174766 0.031966 0.0130404 -0.0152978 -0.0101252 -0.0233784
281 28.05 0.0246575 0.0216419 0.0250961 0.0217814 -0.0102715 -0.00774739 -0.018388
282 28.15 0.0260274 0.0365119 0.0144634 0.0194096 -0.00603674 -0.0111918 -0.0152277
283 28.25 0.030137 0.0427192 0.0212957 0.0224768 -0.00955989 -0.01084 -0.0142205
284 28.35 0.0178082 0.0184868 0.0150723 0.00708752 -0.00429069 -0.00776468 -0.012135
285 28.45 0.0246575 0.0163308 0.0101114 0.0270116 -0.00767684 -0.00914508 -0.00967402
286 28.55 0.0205479 0.0148686 0.0134782 0.00657772 -0.00656251 -0.00844096 -0.00874588
287 28.65 0.0260274 0.0169566 0.0160305 0.0275006 0.00571986 -0.00844735 -0.00689174
288 28.75 0.0205479 0.0167788 0.0156579 0.00555172 0.010899 -0.00143058 -0.00421376
289 28.85 0.0150685 0.0265 0.0122633 0.0127321 0.00071621 -0.000629243 -0.00334009
290 28.95 0.0136986 0.00515682 0.00864011 0.0108794 -0.00331 -0.00141833 -0.00298466
291 29.05 0.0191781 0.0166337 0.0136392 0.0108219 0.000227598 4.80653e-05 0.000549008
292 29.15 0.0150685 0.00925976 0.0114215 0.0122763 0.00285118 -0.000732401 0.000801436
293 29.25 0.0150685 0.00527417 0.010996 0.0113033 0.00159234 -0.00172077 0.000272949
294 29.35 0.0191781 0.0166427 0.0149467 0.0195247 0.00155997 -0.00143373 4.47721e-05
295 29.45 0.0136986 0.0107075 0.0195721 0.00740043 0.00215522 -0.000443911 -2.97396e-05
296 29.55 0.0150685 0.00965075 0.0218761 0.014169 0.00179701 -0.0016684 0.00025513
297 29.65 0.0136986 0.0249259 0.013118 0.00865014 -0.00213321 -0.00506784 -0.00226386
298 29.75 0.00958904 0.0126139 0.0047599 0.0117446 -0.00172536 -0.00340045 -0.00241503
299 29.85 0.00821918 0.00354399 0.0100786 0.00729876 -0.00208815 -0.00303718 -0.00287246
300 29.95 0.0123288 0.0103331 0.0162343 0.02371 -0.00295085 -0.00619536 -0.00310391
301 30.05 0.0219178 0.00965631 0.0116603 0.0187608 -0.00267406 -0.00482526 -0.00313236
302 30.15 0.0109589 0.00661645 0.00697332 0.00666515 -0.00266941 -0.0024817 -0.00321233
303 30.25 0.0109589 0.0136216 0.0135996 0.00877098 -0.00373339 -0.00273677 -0.00335184
304 30.35 0.0150685 0.00993734 0.00954119 0.0132452 -0.00343845 -0.00250682 -0.00355135
305 30.45 0.0136986 0.00827596 0.0121862 0.0149081 -0.00401997 -0.00217718 -0.00363516
306 30.55 0.0136986 0.0211447 0.0194159 0.0110379 -0.00352313 -0.00228224 -0.0035693
307 30.65 0.0136986 0.00823365 0.00513035 0.0135858 -0.00329504 -0.00209088 -0.00378489
308 30.75 0.0136986 0.0101379 0.00899645 0.00817908 -0.0037488 -0.0019548 -0.0037623
309 30.85 0.0136986 0.00385016 0.0148326 0.00481262 -0.00226071 -0.00208923 -0.00318038
310 30.95 0.0205479 0.0146191 0.0137844 0.0167711 0.00194001 -0.00235061 -0.00144764
311 31.05 0.0136986 0.0219765 0.0135126 0.0164069 0.000812831 -0.00212269 -0.00155172
312 31.15 0.0164384 0.028244 0.0138118 0.0167271 0.000751139 -0.00185405 -0.001351
313 31.25 0.00958904 0.00488951 0.00242531 0.0116495 0.00157702 -0.00319462 -0.000683302
314 31.35 0.0136986 0.0122911 0.0191822 0.0120007 0.00195252 -0.004334 -0.000225337
315 31.45 0.0123288 0.0112675 0.00948 0.0114666 -0.000420428 -0.000516079 -0.00125832
316 31.55 0.00958904 0.0171836 0.0115133 0.0120407 -0.00235152 -0.00133584 -0.00175754
317 31.65 0.0178082 0.0217001 0.0082312 0.0178686 -0.00318468 1.92085e-05 -0.00089391
318 31.75 0.0164384 0.012652 0.0143958 0.00998366 -0.00313819 -0.000768709 -1.5743e-05
