# Time-averaged data for fix fF
# TimeStep Number-of-rows
# Row c_pFull[1] c_pFull[2] c_pFull[3] c_pFull[4] c_pFull[5] c_pFull[6] c_pFull[7] c_pFull[8]
0 360
340 33.95 0.0106383 0.00365973 0.0113261 0.00878752 -0.00218342 0.0130121 0.000582301
341 34.05 0.0170213 0.0183171 0.0091322 0.0385831 -0.00258264 0.0145185 0.000458574
342 34.15 0.0191489 0.0251943 0.0227168 0.0243534 -0.00364708 0.0142585 0.000836335
343 34.25 0.00638298 0.00282506 0.00133981 0.00629302 -0.00218359 0.000156938 -0.00124395
344 34.35 0.0170213 0.0188416 0.0139131 0.00681956 0.00264757 -0.000349732 0.000863472
345 34.45 0.0148936 0.022808 0.00766781 0.0107983 0.0043881 0.00143719 0.00216149
346 34.55 0.00425532 0.000826338 0.000476729 0.00204283 0.00443681 0.00220746 0.00253959
347 34.65 0.012766 0.0279168 0.00264342 0.0089311 0.00294039 0.00099822 0.00321074
348 34.75 0.0106383 0.00416706 0.00434042 0.00666353 0.0035175 -0.00186077 0.00394746
349 34.85 0.0191489 0.0101786 0.0183651 0.0159602 0.000596392 -0.00302445 0.0014925
350 34.95 0.012766 0.0223966 0.00578916 0.00778136 -0.000346549 -0.000738024 0.000831278
351 35.05 0.00425532 0.00118873 0.00393197 0.00462656 -0.000304148 -0.000677028 0.00092735
352 35.15 0.012766 0.0236352 0.00605334 0.00922026 -0.000560293 0.000931302 -0.000253882
353 35.25 0.0106383 0.00678579 0.00239699 0.0184258 -0.000887603 0.00112178 -0.00024392
354 35.35 0.012766 0.00845184 0.0149338 0.00767744 -0.000845949 -0.000186829 -0.000241207
355 35.45 0.0106383 0.00650565 0.00349528 0.0150509 -0.00134045 -0.000615192 -0.000563736
356 35.55 0.0170213 0.0108599 0.0128465 0.0208589 -0.00103466 -0.00150044 -0.00063232
357 35.65 0.00638298 0.00197197 0.00113997 0.00246348 -0.00156187 -0.00225789 -0.00101481
358 35.75 0.00425532 0.00450249 0.000823868 0.00102831 -0.0016178 -0.00122247 -0.00174351
359 35.85 0.0148936 0.0211821 0.0212584 0.00896219 -0.00111533 -0.00124239 -0.0017855
360 35.95 0.012766 0.0203559 0.00765806 0.00357342 -0.00116454 -0.00122902 -0.0017856
94000 360
1 0.05 0.01875 0.0172776 0.0232928 0.0127086 -0.00184905 -0.000564423 -0.00198692
2 0.15 0.00833333 0.00423813 0.00901344 0.00296859 -0.00198351 -0.0010383 -0.00195411
3 0.25 0.0208333 0.0146517 0.0237343 0.0211206 -0.00259909 -0.00142623 -0.00247613
4 0.35 0.0104167 0.0118131 0.00475768 0.0129347 -0.00246886 -0.00200353 -0.00268512
5 0.45 0.00833333 0.00581379 0.00206566 0.00984717 -0.00221335 -0.00144726 -0.00263383
6 0.55 0.0145833 0.0145705 0.00375629 0.00742092 -0.00228021 -0.00145163 -0.00267448
7 0.65 0.00833333 0.00394259 0.0260986 0.00958699 -0.00257188 -0.00135144 -0.00273662
8 0.75 0.0166667 0.0148768 0.0276582 0.0125559 -0.0032677 -0.00323637 -0.00288199
9 0.85 0.0166667 0.034163 0.0117048 0.0123548 -0.00392589 -0.00328463 -0.00244842
10 0.95 0.0125 0.00919554 0.0111065 0.00799233 -0.0036154 -0.00564835 -0.00246926
11 1.05 0.0145833 0.0194534 0.00420915 0.0110955 -0.00268597 -0.00189574 -0.00245394
12 1.15 0.0104167 0.00498531 0.0181244 0.00178907 -0.00353643 -0.00265264 -0.00216706
13 1.25 0.0145833 0.00564634 0.010173 0.00945937 -0.00425255 -0.00280949 -0.00217364
14 1.35 0.0104167 0.00908142 0.00212726 0.00708478 -0.0040293 -0.00183958 -0.00178719
15 1.45 0.0145833 0.0152978 0.0170712 0.0249542 -0.00265569 -0.00120387 -0.00177317
16 1.55 0.0208333 0.0131954 0.0220048 0.0181488 -0.00287081 -0.0014537 -0.00191159
17 1.65 0.0145833 0.0120362 0.0171623 0.00989587 -0.00278139 -0.00145609 -0.00189261
18 1.75 0.00833333 0.00673635 0.00350782 0.0098998 -0.00335163 -0.00138067 -0.0017588
19 1.85 0.0166667 0.0043523 0.00444758 0.0149505 -0.0110455 -0.0026298 -0.00234004
20 1.95 0.0104167 0.0138868 0.00279683 0.00627249 -0.00414617 -0.00127411 -0.00201331
21 2.05 0.01875 0.0192511 0.0132236 0.011507 -0.0029956 -0.00140783 -0.00205059
22 2.15 0.0125 0.0095934 0.000697665 0.00601916 -0.00246179 -0.000207436 -0.000978653
23 2.25 0.01875 0.00466908 0.0161744 0.0231065 -0.00129955 0.000798148 0.000431832
24 2.35 0.00833333 0.000250954 0.00784847 0.00704857 -0.00189871 0.000379012 0.00020075
25 2.45 0.0270833 0.0195585 0.0167626 0.00939715 -0.00417576 -0.00173674 -0.000323422
26 2.55 0.01875 0.00645484 0.00634193 0.00744494 -0.00416323 -0.000242593 -0.000329575
27 2.65 0.0145833 0.0115309 0.0326306 0.0182424 -0.0033254 0.00587436 -0.000341005
28 2.75 0.0125 0.00445157 0.0129072 0.00774057 -0.00311162 0.00548607 -0.000329682
29 2.85 0.0104167 0.00927048 0.0135472 0.0121956 -0.00146216 -0.000364201 -0.00126913
30 2.95 0.0104167 0.00433713 0.0153086 0.0116343 -0.00141456 -0.00127504 -0.0028528
31 3.05 0.0125 0.0159847 0.0123469 0.00633455 -0.00192949 -0.00173938 -0.00343856
32 3.15 0.0125 0.000658562 0.00448975 0.0107152 -0.00189815 -0.00191243 -0.00360233
33 3.25 0.0208333 0.0128488 0.0163255 0.00619294 -0.00495244 -0.00543771 -0.0038211
34 3.35 0.0104167 0.00113736 0.00928886 0.00304222 -0.00609115 -0.00411312 -0.00355236
35 3.45 0.00625 0.0138542 0.00311455 0.00744324 -0.00473151 -0.00288331 -0.00392218
36 3.55 0.025 0.0231187 0.0166998 0.0168243 -0.00262549 -0.0033576 -0.00389554
37 3.65 0.0145833 0.00313003 0.00979542 0.0139952 -0.00370482 -0.00361179 -0.00375233
38 3.75 0.0229167 0.0188944 0.0102883 0.00842024 -0.00437716 -0.00398803 -0.00368575
39 3.85 0.01875 0.0115057 0.00578821 0.0146854 -0.00409681 -0.00664506 -0.00335391
40 3.95 0.0166667 0.0084867 0.0150612 0.0148699 -0.0045178 -0.00672859 -0.00330051
41 4.05 0.01875 0.0198321 0.02413 0.024286 -0.00399214 -0.00556665 -0.00287214
42 4.15 0.0145833 0.00418255 0.0129029 0.00402551 -0.00304952 -0.0036265 -0.00215918
43 4.25 0.0208333 0.0295738 0.0201026 0.0301597 -0.00153691 0.00300718 -0.00164573
44 4.35 0.0145833 0.00671001 0.0142069 0.0101905 -0.00171768 -0.00213556 -0.00193706
45 4.45 0.0145833 0.00816357 0.00951429 0.00475485 -0.00258438 -0.00367037 -0.00202628
46 4.55 0.0208333 0.00499943 0.00754309 0.00795291 -0.00247186 -0.0036853 -0.00219125
47 4.65 0.00625 0.00134489 0.000263145 0.00437572 -0.00146816 -0.00138277 -0.0023534
48 4.75 0.0166667 0.00512431 0.0180251 0.0269087 -0.00141328 -0.0017008 -0.00244436
49 4.85 0.01875 0.0136464 0.0177696 0.00933429 0.0010412 -0.00138363 0.00318435
50 4.95 0.0145833 0.00937565 0.00467455 0.0120962 0.00167454 -0.0010715 0.0050335
51 5.05 0.0145833 0.00412562 0.00472086 0.00509758 0.000768626 -0.0038007 0.00488874
52 5.15 0.0166667 0.0124893 0.00425602 0.018686 0.00073947 -0.0016212 0.00474902
53 5.25 0.0125 0.0120915 0.00901757 0.0106852 -0.000473958 -0.00318644 0.00482506
54 5.35 0.0208333 0.0107715 0.0175219 0.0256546 -0.00290235 -0.000927848 0.00475325
55 5.45 0.0125 0.0152388 0.0175676 0.00541877 0.000702233 -0.000557795 0.00486009
56 5.55 0.01875 0.00972073 0.0122667 0.00934292 0.0031173 0.0090822 0.00478519
57 5.65 0.0208333 0.0227812 0.0122442 0.010045 -0.0032176 -0.00395793 -0.00317512
58 5.75 0.0125 0.0202577 0.0225596 0.00188804 0.00159896 -0.00175899 -0.000688003
59 5.85 0.0229167 0.0127392 0.00753874 0.00900679 0.00143106 -0.0025087 -0.000946386
60 5.95 0.0125 0.00411883 0.00928461 0.00443931 -0.000636382 -0.00352636 -0.00161768
61 6.05 0.00208333 0.00127282 0.000644589 0.00618586 -0.00133862 -0.00414677 -0.0016693
62 6.15 0.0166667 0.00776301 0.0134418 0.0064727 -0.000861611 -0.00489799 -0.00212002
63 6.25 0.00625 0.00118616 0.0019734 0.000265427 0.000409916 -0.00321959 -0.00238461
64 6.35 0.0166667 0.0102378 0.0196527 0.00890386 -0.00493432 -0.00233163 -0.00115774
65 6.45 0.01875 0.0124022 0.0147796 0.0165805 -0.0059785 -0.00273521 -0.00112484
66 6.55 0.0229167 0.0145461 0.00923898 0.0113745 -0.00713056 -0.00359974 -0.00396505
67 6.65 0.0291667 0.0241326 0.0129541 0.0415853 -0.00623242 -0.00784543 -0.004053
68 6.75 0.0229167 0.0123908 0.0158942 0.030228 -0.006267 -0.00621378 -0.00402839
69 6.85 0.0104167 0.0125929 0.00378601 0.00694709 -0.00517136 -0.00576933 -0.00360196
70 6.95 0.0145833 0.0100865 0.0128023 0.0126778 -0.000318696 -0.00499124 -0.0018699
71 7.05 0.01875 0.0107997 0.0181379 0.00517036 -0.00144677 -0.00304805 0.00104537
72 7.15 0.0395833 0.0227272 0.0420985 0.0407388 -0.00529771 -0.0047737 0.000399355
73 7.25 0.0125 0.00976963 0.00674883 0.00481217 0.00125938 -0.00712173 -0.00509714
74 7.35 0.01875 0.025042 0.0172774 0.0276081 0.0018654 -0.00636688 -0.00682492
75 7.45 0.025 0.0226872 0.0227548 0.0125985 -0.00419082 -0.00997198 -0.00846974
76 7.55 0.0270833 0.0112311 0.0217326 0.00990403 -0.00702537 -0.0117901 -0.0134475
77 7.65 0.0208333 0.0115159 0.015638 0.0145825 -0.0113557 -0.00977635 -0.00882919
78 7.75 0.0416667 0.0652252 0.0288549 0.029501 -0.00423176 -0.0150795 -0.00843588
79 7.85 0.0291667 0.023248 0.0201276 0.0439077 -0.0085372 -0.0164488 -0.0125599
80 7.95 0.025 0.037536 0.0246521 0.0270054 -0.00975054 -0.0155153 -0.0181807
81 8.05 0.0520833 0.0560695 0.0335403 0.0303109 -0.0256763 -0.0287232 -0.026314
82 8.15 0.0395833 0.0435757 0.0277972 0.0448558 -0.0239449 -0.0193746 -0.0360806
83 8.25 0.0416667 0.0445193 0.0364809 0.0371809 -0.0264995 -0.0222693 -0.0442884
84 8.35 0.0708333 0.0665013 0.0699714 0.0656757 -0.0364664 -0.035151 -0.0583294
85 8.45 0.0854167 0.0569765 0.0630943 0.0676945 -0.00629177 -0.0435782 -0.0644148
86 8.55 0.0875 0.059715 0.0458401 0.0884763 -0.0490048 -0.0653929 -0.0813143
87 8.65 0.114583 0.128323 0.150259 0.110793 -0.0719931 -0.119047 -0.10282
88 8.75 0.154167 0.137635 0.120082 0.105554 -0.143275 -0.111159 -0.109839
89 8.85 0.122917 0.115282 0.111382 0.119212 -0.159089 -0.138681 -0.130615
90 8.95 0.152083 0.115937 0.175976 0.127205 -0.150258 -0.161125 -0.14119
91 9.05 0.183333 0.177727 0.159423 0.140332 -0.249295 -0.214796 -0.168553
92 9.15 0.245833 0.205093 0.176403 0.184652 -0.313994 -0.245091 -0.189422
93 9.25 0.25 0.198901 0.210597 0.157039 -0.308946 -0.389304 -0.224092
94 9.35 0.304167 0.280638 0.221978 0.230323 -0.297887 -0.351464 -0.262356
95 9.45 0.320833 0.252414 0.243895 0.216842 -0.396001 -0.297577 -0.289296
96 9.55 0.364583 0.288234 0.308374 0.279713 -0.45507 -0.282523 -0.319821
97 9.65 0.377083 0.331571 0.29284 0.337371 -0.616529 -0.572311 -0.344911
98 9.75 0.366667 0.325529 0.297345 0.32709 -0.586185 -0.591045 -0.342858
99 9.85 0.389583 0.35068 0.300221 0.333928 -0.565945 -0.609579 -0.356344
100 9.95 0.464583 0.515357 0.406816 0.417146 -0.615296 -0.719175 -0.364133
101 10.05 0.5375 0.452197 0.424763 0.489387 -0.683781 -0.757453 -0.372432
102 10.15 0.583333 0.555085 0.486949 0.488647 -0.735649 -0.806675 -0.382234
103 10.25 0.541667 0.493029 0.497274 0.446398 -0.823126 -1.06877 -0.372516
104 10.35 0.55 0.492256 0.448889 0.440524 -0.642801 -0.799454 -0.391628
105 10.45 0.670833 0.574385 0.581898 0.525371 -0.78852 -0.603995 -0.46546
106 10.55 0.625 0.566314 0.543498 0.568965 -0.861937 -0.916551 -0.493049
107 10.65 0.589583 0.522594 0.541596 0.560225 -0.903602 -0.822857 -0.471863
108 10.75 0.695833 0.531859 0.696047 0.601458 -0.903307 -0.97314 -0.5271
109 10.85 0.689583 0.556426 0.615971 0.540952 -0.911029 -0.911222 -0.562393
110 10.95 0.645833 0.536166 0.56887 0.522627 -0.914585 -0.832923 -0.611713
111 11.05 0.685417 0.579505 0.648537 0.547332 -1.15581 -0.806292 -0.644374
112 11.15 0.689583 0.536752 0.556266 0.561567 -0.707008 -0.668396 -0.700827
113 11.25 0.70625 0.604662 0.545939 0.650264 -0.956576 -1.02813 -0.724425
114 11.35 0.697917 0.595992 0.60851 0.583195 -0.987022 -0.926485 -0.719574
115 11.45 0.725 0.599374 0.628552 0.676929 -0.858684 -0.620176 -0.702429
116 11.55 0.7375 0.670124 0.552277 0.583548 -0.924866 -0.924083 -0.724999
117 11.65 0.679167 0.517974 0.60612 0.553041 -0.797859 -0.857961 -0.685737
118 11.75 0.710417 0.675379 0.678611 0.573999 -0.952554 -1.02466 -0.660632
119 11.85 0.775 0.669403 0.72807 0.673845 -1.05739 -0.93501 -0.701291
120 11.95 0.68125 0.498523 0.627632 0.570224 -0.987686 -1.00361 -0.726221
121 12.05 0.797917 0.642203 0.686745 0.733709 -0.6866 -0.830484 -0.709153
122 12.15 0.683333 0.535878 0.6231 0.577363 -0.577388 -0.742527 -0.61007
123 12.25 0.785417 0.707914 0.712741 0.72734 -0.472062 -0.820042 -0.667647
124 12.35 0.754167 0.637083 0.597634 0.60013 -1.06409 -0.936599 -0.687688
125 12.45 0.810417 0.641996 0.634709 0.662161 -1.11081 -1.08871 -0.671063
126 12.55 0.725 0.562516 0.525467 0.583043 -1.11502 -0.853109 -0.564861
127 12.65 0.708333 0.726403 0.662917 0.622482 -0.855007 -0.924352 -0.605592
128 12.75 0.720833 0.596901 0.559003 0.587872 -1.29195 -1.01449 -0.61621
129 12.85 0.747917 0.70374 0.64062 0.701538 -0.979289 -0.754809 -0.550025
130 12.95 0.760417 0.590266 0.605283 0.59039 -0.789874 -0.684603 -0.581713
131 13.05 0.710417 0.61227 0.549939 0.5669 -0.791958 -0.617809 -0.60416
132 13.15 0.791667 0.661289 0.647378 0.695034 -0.771193 -0.648124 -0.638175
133 13.25 0.795833 0.636539 0.640044 0.709297 -1.03574 -0.453026 -0.638829
134 13.35 0.808333 0.814626 0.755561 0.604968 -0.913949 -0.776822 -0.697778
135 13.45 0.733333 0.645234 0.561734 0.658105 -0.843738 -1.01246 -0.767285
136 13.55 0.714583 0.49667 0.605221 0.590717 -0.844408 -1.1008 -0.829965
137 13.65 0.73125 0.531032 0.546948 0.704762 -1.1184 -0.992024 -0.900156
138 13.75 0.733333 0.618218 0.615591 0.636069 -1.10918 -1.05906 -0.949196
139 13.85 0.772917 0.675818 0.685966 0.634484 -1.14651 -1.2553 -1.01018
140 13.95 0.725 0.532645 0.582111 0.664964 -0.895245 -1.05403 -1.00521
141 14.05 0.79375 0.637412 0.685773 0.649298 -1.12977 -0.954692 -0.989939
142 14.15 0.783333 0.603582 0.70835 0.668035 -1.03822 -1.19953 -0.986136
143 14.25 0.74375 0.646334 0.599234 0.656803 -0.706301 -1.12466 -0.955874
144 14.35 0.722917 0.600788 0.68567 0.639985 -0.710853 -1.14452 -0.909985
145 14.45 0.727083 0.653106 0.643098 0.6282 -0.789448 -1.11678 -0.881475
146 14.55 0.66875 0.462226 0.54901 0.605283 -0.830873 -1.19697 -0.908658
147 14.65 0.789583 0.715524 0.636069 0.66688 -1.15893 -1.23447 -0.980487
148 14.75 0.75 0.713434 0.624489 0.59143 -1.26273 -1.32217 -0.957382
149 14.85 0.76875 0.595175 0.709372 0.67953 -0.933838 -0.969144 -0.93261
150 14.95 0.847917 0.623981 0.781735 0.604853 -0.875556 -0.834107 -0.910817
151 15.05 0.747917 0.592565 0.716561 0.563609 -0.914465 -0.958828 -0.902221
152 15.15 0.754167 0.686069 0.707516 0.618434 -0.996675 -0.755516 -0.764782
153 15.25 0.7625 0.633378 0.665208 0.537263 -0.71086 -0.783288 -0.700823
154 15.35 0.69375 0.577176 0.742654 0.581897 -0.632699 -0.927514 -0.697509
155 15.45 0.720833 0.615383 0.646037 0.681834 -0.95927 -1.07945 -0.728101
156 15.55 0.785417 0.648223 0.666174 0.703508 -0.592955 -0.94661 -0.737191
157 15.65 0.7125 0.709949 0.619968 0.669713 -0.691224 -0.576771 -0.705495
158 15.75 0.816667 0.744457 0.663041 0.633054 -0.68375 -0.780746 -0.721175
159 15.85 0.783333 0.555565 0.698763 0.717786 -0.939115 -1.16875 -0.717326
160 15.95 0.752083 0.646531 0.712766 0.614887 -0.801198 -1.13856 -0.744658
161 16.05 0.766667 0.666706 0.637437 0.634579 -1.15574 -0.784439 -0.738252
162 16.15 0.733333 0.631288 0.651268 0.645432 -0.939172 -0.687202 -0.673736
163 16.25 0.745833 0.545606 0.669372 0.580002 -0.865566 -0.6068 -0.615509
164 16.35 0.722917 0.503996 0.610592 0.677268 -0.637848 -0.600412 -0.604335
165 16.45 0.702083 0.545701 0.601406 0.596158 -1.22697 -0.921686 -0.621593
166 16.55 0.83125 0.641846 0.744474 0.713873 -1.0303 -0.966073 -0.62604
167 16.65 0.804167 0.721114 0.666566 0.706072 -0.746327 -0.821045 -0.633254
168 16.75 0.79375 0.672326 0.764522 0.639524 -0.96783 -0.75769 -0.717375
169 16.85 0.722917 0.7111 0.57919 0.622525 -0.889902 -0.447273 -0.739178
170 16.95 0.69375 0.550194 0.494172 0.554577 -1.01816 -0.79936 -0.785096
171 17.05 0.741667 0.676612 0.636311 0.654344 -1.09503 -0.848027 -0.824403
172 17.15 0.764583 0.671786 0.642164 0.72594 -0.974446 -0.571105 -0.797114
173 17.25 0.754167 0.682215 0.593253 0.628557 -0.990117 -0.997054 -0.751645
174 17.35 0.810417 0.686024 0.666636 0.606571 -0.564696 -0.783988 -0.783891
175 17.45 0.775 0.667897 0.62088 0.574581 -1.07064 -0.963492 -0.822182
176 17.55 0.697917 0.550024 0.611516 0.598694 -0.925907 -1.00771 -0.878974
177 17.65 0.716667 0.620006 0.602294 0.501502 -0.958874 -1.01853 -0.89384
178 17.75 0.764583 0.596402 0.687281 0.672853 -0.908052 -0.7175 -0.852191
179 17.85 0.75 0.62615 0.734072 0.639706 -0.827786 -0.800452 -0.802195
180 17.95 0.775 0.615612 0.697287 0.653608 -1.16864 -0.674155 -0.829116
181 18.05 0.7375 0.626396 0.651514 0.653155 -0.930738 -0.892112 -0.845226
182 18.15 0.78125 0.765556 0.707679 0.706441 -0.86183 -0.874551 -0.818389
183 18.25 0.695833 0.591795 0.601197 0.578127 -0.87036 -1.0955 -0.82444
184 18.35 0.7875 0.721671 0.606976 0.692262 -0.84603 -1.09624 -0.813616
185 18.45 0.760417 0.645799 0.655564 0.554656 -0.70856 -0.58991 -0.762362
186 18.55 0.74375 0.693459 0.617892 0.66876 -0.784108 -0.319589 -0.743978
187 18.65 0.789583 0.61897 0.645803 0.717852 -0.945479 -0.943209 -0.791465
188 18.75 0.710417 0.61149 0.627684 0.527388 -1.08756 -1.14385 -0.837803
189 18.85 0.7625 0.662511 0.712341 0.684617 -0.94034 -0.941516 -0.90221
190 18.95 0.741667 0.571001 0.635053 0.608794 -0.789157 -0.993338 -0.898596
191 19.05 0.825 0.763411 0.668418 0.657806 -0.952535 -0.650215 -0.932234
192 19.15 0.75625 0.604911 0.616931 0.704653 -0.943839 -0.706493 -0.92535
193 19.25 0.697917 0.586179 0.551189 0.588744 -0.739876 -0.925101 -0.927498
194 19.35 0.716667 0.633644 0.684813 0.567631 -0.718047 -1.01506 -0.886255
195 19.45 0.760417 0.642455 0.657396 0.649971 -0.469031 -0.58873 -0.860146
196 19.55 0.7875 0.747913 0.73083 0.72006 -0.664139 -0.577211 -0.88394
197 19.65 0.825 0.761762 0.76004 0.702347 -0.722345 -0.245117 -0.855828
198 19.75 0.71875 0.704229 0.577184 0.638356 -0.720828 -0.564214 -0.802365
199 19.85 0.758333 0.704542 0.709097 0.658558 -0.812458 -0.744077 -0.822098
200 19.95 0.783333 0.738599 0.739812 0.833916 -1.03486 -0.744133 -0.854427
201 20.05 0.789583 0.578289 0.559866 0.664895 -0.817298 -0.793862 -0.895606
202 20.15 0.739583 0.641179 0.590871 0.659777 -0.710283 -0.956618 -0.953599
203 20.25 0.735417 0.683452 0.614047 0.681948 -0.721669 -0.735683 -0.85299
204 20.35 0.6875 0.529091 0.610155 0.549046 -0.603271 -0.699695 -0.812378
205 20.45 0.766667 0.568081 0.705717 0.754053 -0.892615 -1.05885 -0.894382
206 20.55 0.7875 0.609673 0.634396 0.744372 -0.511198 -0.636452 -0.940718
207 20.65 0.802083 0.69573 0.636869 0.701357 -0.799164 -0.733453 -0.974158
208 20.75 0.7625 0.710783 0.655823 0.583416 -0.927357 -0.922916 -0.946917
209 20.85 0.760417 0.659306 0.682901 0.69393 -0.90888 -0.761218 -0.922313
210 20.95 0.7125 0.559849 0.5437 0.620813 -0.916391 -0.703989 -0.918042
211 21.05 0.772917 0.631818 0.610137 0.583398 -1.03241 -0.452181 -0.883819
212 21.15 0.79375 0.609854 0.584915 0.698743 -0.96326 -0.694008 -0.843625
213 21.25 0.714583 0.619689 0.558758 0.625869 -1.13778 -0.871631 -0.829293
214 21.35 0.747917 0.563741 0.629438 0.677452 -1.17231 -1.0401 -0.892132
215 21.45 0.714583 0.608642 0.564256 0.615916 -1.02965 -0.671149 -0.901006
216 21.55 0.760417 0.651473 0.677272 0.534325 -0.691762 -0.9479 -0.905519
217 21.65 0.783333 0.604325 0.567018 0.656746 -1.0034 -0.720615 -0.907732
218 21.75 0.760417 0.710328 0.602428 0.664314 -0.810408 -0.55199 -0.857157
219 21.85 0.779167 0.642393 0.643018 0.67903 -1.11346 -0.648815 -0.796564
220 21.95 0.764583 0.646502 0.666697 0.626299 -1.10112 -0.905491 -0.775765
221 22.05 0.695833 0.612732 0.575046 0.612595 -1.42584 -1.12953 -0.76574
222 22.15 0.752083 0.66046 0.578675 0.65851 -0.890222 -0.62466 -0.802745
223 22.25 0.720833 0.59487 0.574354 0.638664 -0.414091 -0.709312 -0.714767
224 22.35 0.745833 0.686293 0.643483 0.624542 -0.483154 -0.907699 -0.689344
225 22.45 0.722917 0.680033 0.567402 0.605876 -0.630569 -0.681368 -0.686376
226 22.55 0.777083 0.546246 0.59554 0.560417 -0.802493 -0.758096 -0.743801
227 22.65 0.864583 0.716935 0.82472 0.747018 -0.985015 -0.94133 -0.761744
228 22.75 0.727083 0.560901 0.575638 0.60711 -0.731738 -0.805213 -0.749425
229 22.85 0.69375 0.569296 0.665396 0.566177 -0.434622 -0.766052 -0.73711
230 22.95 0.78125 0.67379 0.663278 0.662148 -0.524877 -0.545865 -0.729709
231 23.05 0.745833 0.62158 0.584211 0.614952 -0.678862 -0.433549 -0.762576
232 23.15 0.670833 0.633007 0.573111 0.595962 -0.632869 -0.68634 -0.767678
233 23.25 0.76875 0.567119 0.628999 0.593111 -1.07882 -1.08055 -0.822808
234 23.35 0.672917 0.560777 0.57119 0.592035 -1.08632 -1.03645 -0.859873
235 23.45 0.839583 0.795779 0.765633 0.820422 -0.894099 -0.969939 -0.840882
236 23.55 0.7875 0.639302 0.65876 0.731527 -0.746275 -0.779497 -0.789924
237 23.65 0.739583 0.70147 0.706978 0.568721 -0.541057 -0.856015 -0.807385
238 23.75 0.7125 0.635379 0.60655 0.608684 -0.227094 -0.60426 -0.794553
239 23.85 0.777083 0.657303 0.656372 0.75026 -0.581048 -0.650772 -0.75401
240 23.95 0.7125 0.670008 0.733032 0.665799 -0.806851 -0.739231 -0.69535
241 24.05 0.670833 0.549905 0.556908 0.516057 -0.742893 -0.914548 -0.675257
242 24.15 0.683333 0.597024 0.623323 0.580189 -0.88807 -1.21603 -0.721028
243 24.25 0.74375 0.597466 0.567811 0.593647 -0.60042 -0.967351 -0.686397
244 24.35 0.741667 0.640207 0.627867 0.600749 -1.00512 -0.897434 -0.658285
245 24.45 0.7125 0.559991 0.679159 0.598508 -0.925353 -0.901679 -0.633446
246 24.55 0.7125 0.595423 0.609855 0.604224 -1.05345 -1.01988 -0.657998
247 24.65 0.689583 0.681201 0.552278 0.580699 -1.07732 -1.15715 -0.64219
248 24.75 0.764583 0.69481 0.608002 0.706041 -0.936121 -1.17417 -0.679444
249 24.85 0.679167 0.588595 0.593206 0.623243 -0.739429 -0.96795 -0.67863
250 24.95 0.620833 0.489785 0.504455 0.572796 -1.05484 -1.01069 -0.655281
251 25.05 0.66875 0.590628 0.549602 0.536038 -0.949724 -0.883621 -0.67406
252 25.15 0.658333 0.492714 0.558112 0.612855 -0.925695 -1.00772 -0.725537
253 25.25 0.627083 0.609484 0.565615 0.547111 -1.09139 -0.945758 -0.74101
254 25.35 0.641667 0.533612 0.574073 0.584752 -1.14809 -1.06847 -0.750117
255 25.45 0.560417 0.488656 0.423821 0.460504 -0.579237 -0.78186 -0.692743
256 25.55 0.529167 0.396941 0.433045 0.426921 -0.724729 -0.800113 -0.632822
257 25.65 0.545833 0.518612 0.476162 0.520689 -0.828249 -0.80143 -0.610911
258 25.75 0.5625 0.502292 0.479353 0.49824 -0.653021 -0.649423 -0.565607
259 25.85 0.4875 0.455988 0.407389 0.447623 -0.705509 -0.658347 -0.521984
260 25.95 0.472917 0.411642 0.378965 0.449873 -0.642331 -0.767888 -0.52938
261 26.05 0.45 0.363737 0.335877 0.377013 -0.651137 -0.647982 -0.491765
262 26.15 0.414583 0.350691 0.39995 0.383647 -0.637805 -0.542569 -0.419479
263 26.25 0.379167 0.330745 0.330892 0.224129 -0.580979 -0.484205 -0.348092
264 26.35 0.347917 0.386264 0.27371 0.335123 -0.404217 -0.444938 -0.300006
265 26.45 0.283333 0.174839 0.286325 0.240126 -0.33392 -0.341826 -0.286586
266 26.55 0.279167 0.287428 0.253228 0.24085 -0.3241 -0.213894 -0.242686
267 26.65 0.239583 0.19646 0.171612 0.170551 -0.327487 -0.254466 -0.209759
268 26.75 0.210417 0.161411 0.20885 0.206576 -0.265705 -0.278896 -0.182308
269 26.85 0.164583 0.142831 0.139832 0.127945 -0.121216 -0.207618 -0.149374
270 26.95 0.145833 0.128697 0.106966 0.119799 -0.138277 -0.114642 -0.120081
271 27.05 0.127083 0.135565 0.108038 0.0856631 -0.139956 -0.134532 -0.101298
272 27.15 0.147917 0.11397 0.127979 0.148332 -0.0443862 -0.106458 -0.0959396
273 27.25 0.10625 0.101634 0.101385 0.0886908 -0.0669721 -0.0831531 -0.073907
274 27.35 0.0791667 0.0663627 0.060353 0.072398 -0.0763185 -0.0767304 -0.055777
275 27.45 0.0770833 0.0745648 0.0712157 0.0583972 -0.0474319 -0.03385 -0.0494955
276 27.55 0.0541667 0.0311421 0.0639412 0.0429125 -0.0175235 -0.034096 -0.0442133
277 27.65 0.0479167 0.0285541 0.0281656 0.0424906 0.0207371 -0.0142807 -0.0450331
278 27.75 0.0458333 0.0494006 0.0321265 0.0493931 -0.029423 -0.0265041 -0.0407039
279 27.85 0.0354167 0.032448 0.0241358 0.0178909 -0.0204226 -0.0128093 -0.0315306
